Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,2,8244,8246,Zeyarthiri,MMR018001
 Rural,15,17814,17829,Zeyarthiri,MMR018001
 Total,17,26058,26075,Zeyarthiri,MMR018001
