Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,-,935,935,Namsan(North),MMR015016
 Rural,4,12746,12750,Namsan(North),MMR015016
 Total,4,13681,13685,Namsan(North),MMR015016
