Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,13,1293,1306,Mannaung,MMR017011
 Rural,449,12980,13429,Mannaung,MMR017011
 Total,462,14273,14735,Mannaung,MMR017011
