Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,77,742,819,Shwethaungyan(ST),MMR017001
 Rural,904,8458,9362,Shwethaungyan(ST),MMR017001
 Total,981,9200,10181,Shwethaungyan(ST),MMR017001
