Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,-,1542,1542,Kunhing,MMR014014
 Rural,5,3023,3028,Kunhing,MMR014014
 Total,5,4565,4570,Kunhing,MMR014014
