Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,66,2424,2490,Tada(ST),MMR013024
 Rural,357,6646,7003,Tada(ST),MMR013024
 Total,423,9070,9493,Tada(ST),MMR013024
