Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,1,2765,2766,Yekyi,MMR017006
 Rural,520,24516,25036,Yekyi,MMR017006
 Total,521,27281,27802,Yekyi,MMR017006
