Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,45,4552,4597,Ngathaingchaung(ST),MMR017006
 Rural,857,17459,18316,Ngathaingchaung(ST),MMR017006
 Total,902,22011,22913,Ngathaingchaung(ST),MMR017006
