Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,214,9901,10115,Bogale,MMR017024
 Rural,9582,56290,65872,Bogale,MMR017024
 Total,9796,66191,75987,Bogale,MMR017024
