Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,-,1665,1665,Karli(ST),MMR014014
 Rural,14,4888,4902,Karli(ST),MMR014014
 Total,14,6553,6567,Karli(ST),MMR014014
