Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,-,1959,1959,Minepan,MMR014021
 Rural,1,3461,3462,Minepan,MMR014021
 Total,1,5420,5421,Minepan,MMR014021
