Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,24,6089,6113,Ye,MMR011006
 Rural,749,23129,23878,Ye,MMR011006
 Total,773,29218,29991,Ye,MMR011006
