Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,24,690,714,Mabane,MMR015018
 Rural,471,7447,7918,Mabane,MMR015018
 Total,495,8137,8632,Mabane,MMR015018
