Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,-,619,619,Chinshwehaw(ST),MMR015022
 Rural,-,331,331,Chinshwehaw(ST),MMR015022
 Total,-,950,950,Chinshwehaw(ST),MMR015022
