Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,206,9848,10054,Phyapon,MMR017023
 Rural,3679,27897,31576,Phyapon,MMR017023
 Total,3885,37745,41630,Phyapon,MMR017023
