Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,-,908,908,Dekkhinathiri,MMR018004
 Rural,11,6078,6089,Dekkhinathiri,MMR018004
 Total,11,6986,6997,Dekkhinathiri,MMR018004
 Urban,15190,3034243,3049433,Dekkhinathiri,MMR018004
 Rural,221400,7606999,7828399,Dekkhinathiri,MMR018004
 Total,236590,10641242,10877832,Dekkhinathiri,MMR018004
