Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,-,155,155,Naphang,MMR015006
 Rural,36,16283,16319,Naphang,MMR015006
 Total,36,16438,16474,Naphang,MMR015006
