Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,7,1711,1718,Linkhe`,MMR014018
 Rural,22,6648,6670,Linkhe`,MMR014018
 Total,29,8359,8388,Linkhe`,MMR014018
