Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,-,2097,2097,Kengtaung(ST),MMR014019
 Rural,-,164,164,Kengtaung(ST),MMR014019
 Total,-,2261,2261,Kengtaung(ST),MMR014019
