Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,1,673,674,Homane(ST),MMR014018
 Rural,-,486,486,Homane(ST),MMR014018
 Total,1,1159,1160,Homane(ST),MMR014018
