Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,-,2770,2770,Pinlaung,MMR014009
 Rural,120,22614,22734,Pinlaung,MMR014009
 Total,120,25384,25504,Pinlaung,MMR014009
