Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,40,5860,5900,Nyaungdon,MMR017021
 Rural,2850,42451,45301,Nyaungdon,MMR017021
 Total,2890,48311,51201,Nyaungdon,MMR017021
