Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,100,677,777,Ahmar(ST),MMR017023
 Rural,2805,24204,27009,Ahmar(ST),MMR017023
 Total,2905,24881,27786,Ahmar(ST),MMR017023
