Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,1,841,842,Kehsi,MMR014015
 Rural,3,8056,8059,Kehsi,MMR014015
 Total,4,8897,8901,Kehsi,MMR014015
