Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,-,613,613,Minengaw(ST),MMR015012
 Rural,1,3415,3416,Minengaw(ST),MMR015012
 Total,1,4028,4029,Minengaw(ST),MMR015012
