Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4527,4756,5159,5242,5513,5347,5710,5813,5379,5226,5673,5378,5893,6027,5607,5191,4659,4658,4919,4026,4794,3554,3930,3940,3842,4414,3662,3714,4105,3500,4508,3305,3657,3556,3188,4105,3175,3200,3727,3050,3834,2443,3455,3100,2937,3715,2864,2720,2964,2411,3121,2282,2644,2539,2285,2784,2195,1932,2008,1613,2251,1246,1376,1328,1087,1319,1017,1044,889,603,986,397,535,639,570,960,486,425,457,259,491,296,278,210,210,275,147,114,75,67,286,253798,Pyu,MMR007012
 Yes - some difficulty,5,-,3,8,5,4,11,12,17,10,12,12,17,10,16,12,15,5,14,7,11,5,5,9,6,9,6,11,10,6,15,6,10,9,10,17,15,9,13,11,19,13,22,12,15,19,24,23,17,22,40,27,40,41,31,48,53,42,43,48,63,38,60,50,43,56,50,71,60,46,75,44,49,62,69,128,74,52,84,34,102,51,58,67,39,75,34,33,19,18,94,2785,Pyu,MMR007012
 Yes - a lot of difficulty,4,-,1,-,1,-,1,1,2,2,2,2,1,1,1,5,2,2,2,2,4,3,2,2,2,2,2,2,3,4,3,2,1,1,2,3,5,2,1,1,5,3,4,2,4,3,7,4,3,6,3,5,2,7,2,8,4,6,4,4,6,3,3,2,5,10,6,3,3,4,16,8,6,5,11,20,7,9,13,11,17,13,9,6,14,13,2,6,5,8,26,435,Pyu,MMR007012
 Yes - cannot hear at all,5,1,1,3,2,3,3,2,4,2,2,4,1,1,2,1,2,1,1,4,7,5,6,4,-,3,2,5,3,1,4,-,3,6,4,4,5,1,4,3,2,2,5,2,5,7,-,1,-,2,3,6,1,3,3,4,2,4,1,1,2,1,1,2,2,2,3,3,-,-,5,1,2,2,4,4,-,5,5,2,3,3,1,9,3,5,3,-,-,1,12,255,Pyu,MMR007012
 Total,4541,4757,5164,5253,5521,5354,5725,5828,5402,5240,5689,5396,5912,6039,5626,5209,4678,4666,4936,4039,4816,3567,3943,3955,3850,4428,3672,3732,4121,3511,4530,3313,3671,3572,3204,4129,3200,3212,3745,3065,3860,2461,3486,3116,2961,3744,2895,2748,2984,2441,3167,2320,2687,2590,2321,2844,2254,1984,2056,1666,2322,1288,1440,1382,1137,1387,1076,1121,952,653,1082,450,592,708,654,1112,567,491,559,306,613,363,346,292,266,368,186,153,99,94,418,257273,Pyu,MMR007012
