Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1847,1915,1860,2190,2213,2137,2191,2174,2057,2180,2323,2237,2337,2483,2366,2183,2017,2198,2267,1892,2288,1915,1981,1851,1739,2168,1792,1843,2088,1731,2252,1798,1792,2011,1614,2093,1660,1793,1941,1878,1883,1374,1952,1655,1577,1895,1530,1534,1656,1385,1819,1497,1497,1657,1377,1663,1254,1231,1398,1030,1420,962,967,871,697,939,612,663,402,264,427,286,398,361,323,565,317,267,331,179,311,203,173,179,160,147,105,90,74,42,150,125044,Okpo,MMR008010
 Yes - some difficulty,4,2,3,-,-,2,4,10,1,6,4,3,6,9,9,5,3,5,4,3,9,5,2,3,2,2,7,6,6,6,4,5,9,9,10,9,7,4,8,5,10,6,8,5,6,8,5,6,9,11,14,13,13,20,18,22,22,17,23,19,31,27,27,26,30,21,19,26,21,14,33,22,27,23,48,62,32,24,39,22,45,33,32,29,30,35,22,18,21,10,52,1357,Okpo,MMR008010
 Yes - a lot of difficulty,1,-,-,-,1,1,-,1,1,-,2,1,2,2,1,1,-,1,-,1,-,-,1,-,-,1,-,2,2,2,-,1,-,1,2,-,-,1,-,1,1,-,-,-,-,4,1,1,3,-,2,1,1,1,2,3,1,4,4,-,2,1,1,3,3,2,1,3,1,1,4,2,3,3,6,7,3,6,4,4,7,4,5,8,7,3,6,3,2,1,9,174,Okpo,MMR008010
 Yes - cannot hear at all,-,-,-,1,-,-,1,1,4,2,-,2,1,1,-,1,-,1,1,-,1,-,1,-,2,2,1,2,2,2,2,-,-,2,-,1,-,-,-,-,-,1,2,1,2,-,-,-,-,-,1,1,1,1,1,1,1,-,2,1,1,3,2,-,-,1,1,1,-,-,2,-,-,-,1,2,4,1,-,2,1,-,1,1,3,2,1,1,1,-,5,87,Okpo,MMR008010
 Total,1852,1917,1863,2191,2214,2140,2196,2186,2063,2188,2329,2243,2346,2495,2376,2190,2020,2205,2272,1896,2298,1920,1985,1854,1743,2173,1800,1853,2098,1741,2258,1804,1801,2023,1626,2103,1667,1798,1949,1884,1894,1381,1962,1661,1585,1907,1536,1541,1668,1396,1836,1512,1512,1679,1398,1689,1278,1252,1427,1050,1454,993,997,900,730,963,633,693,424,279,466,310,428,387,378,636,356,298,374,207,364,240,211,217,200,187,134,112,98,53,216,126662,Okpo,MMR008010
