Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1724,1562,1678,1835,1831,1892,1804,1767,1699,1629,1710,1369,1692,1678,1511,1336,1275,1185,1390,1006,1250,779,902,980,937,1022,865,960,1031,862,1204,721,830,825,716,932,730,735,786,557,772,520,637,684,583,714,491,423,639,411,700,386,492,430,487,541,513,384,391,310,503,210,243,255,239,312,193,218,143,87,224,61,85,95,98,110,65,41,63,28,67,16,22,26,25,26,14,10,11,7,52,63254,Paletwat,MMR004009
 Yes - some difficulty,1,-,1,5,2,4,10,8,13,12,9,14,9,16,11,11,4,7,10,6,12,4,6,7,11,11,9,4,7,5,9,3,7,9,8,8,1,6,10,5,12,5,10,12,7,17,17,15,12,5,21,11,18,23,29,27,30,26,21,21,45,22,16,30,24,45,32,31,18,16,48,11,16,20,15,21,14,10,25,5,17,8,9,9,12,3,3,5,5,4,16,1189,Paletwat,MMR004009
 Yes - a lot of difficulty,1,1,1,-,-,1,-,3,3,3,2,1,1,2,3,3,-,3,2,1,3,1,1,4,3,7,4,-,1,-,2,1,1,1,-,5,2,1,4,1,3,-,2,3,2,3,1,4,1,3,6,2,4,5,4,5,9,6,5,3,11,5,4,8,4,8,14,10,5,6,10,2,1,7,2,15,7,4,6,6,15,4,2,7,3,3,4,1,7,4,8,337,Paletwat,MMR004009
 Yes - cannot hear at all,-,-,1,3,2,3,4,3,2,3,5,1,2,3,4,4,1,2,4,1,2,1,2,1,1,4,4,2,1,2,3,1,1,1,1,2,1,1,-,2,2,-,-,-,1,3,2,2,1,1,2,3,1,2,3,4,1,1,2,-,7,2,-,3,1,4,4,4,1,2,3,1,1,3,4,4,1,2,3,2,9,1,1,1,3,1,2,-,-,1,8,191,Paletwat,MMR004009
 Total,1726,1563,1681,1843,1835,1900,1818,1781,1717,1647,1726,1385,1704,1699,1529,1354,1280,1197,1406,1014,1267,785,911,992,952,1044,882,966,1040,869,1218,726,839,836,725,947,734,743,800,565,789,525,649,699,593,737,511,444,653,420,729,402,515,460,523,577,553,417,419,334,566,239,263,296,268,369,243,263,167,111,285,75,103,125,119,150,87,57,97,41,108,29,34,43,43,33,23,16,23,16,84,64971,Paletwat,MMR004009
