Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2632,2785,3035,3227,3181,3475,3322,3237,2998,3085,3208,3002,3247,3003,2720,2675,2288,2379,2434,2054,2682,1814,2004,1879,1724,2401,1840,2064,2119,1883,2353,1866,1802,1849,1548,2293,1470,1539,1814,1503,1822,1087,1715,1257,1194,1595,1181,1085,1230,919,1362,882,958,1111,812,1084,790,662,713,442,718,410,458,502,338,462,273,257,203,137,239,121,141,147,108,236,105,68,91,38,71,39,50,47,42,45,30,16,12,14,45,123798,Ahmar(ST),MMR017023
 Yes - some difficulty,7,6,2,3,16,5,11,21,17,21,17,29,17,28,23,17,16,9,7,6,12,6,14,11,10,18,21,8,21,15,18,15,22,25,14,31,19,18,31,24,36,16,24,22,26,43,41,35,32,31,47,40,46,56,46,67,48,44,44,39,80,54,40,51,39,56,44,53,35,40,51,33,38,32,47,64,36,27,38,13,36,15,28,21,19,24,6,7,10,6,26,2483,Ahmar(ST),MMR017023
 Yes - a lot of difficulty,3,-,-,3,1,3,-,4,4,3,4,4,3,2,4,3,4,4,3,4,3,1,2,-,1,-,3,1,1,1,1,1,4,6,5,5,2,2,3,4,3,2,1,6,2,4,8,5,2,3,6,5,4,2,3,9,2,3,8,4,10,5,6,5,4,10,3,8,2,2,8,3,4,7,4,21,8,8,10,2,8,11,6,9,1,9,6,2,3,4,7,380,Ahmar(ST),MMR017023
 Yes - cannot hear at all,1,-,-,-,1,1,1,4,5,4,4,-,1,4,3,1,2,1,1,-,5,5,-,1,1,1,1,5,1,3,1,2,-,2,1,-,-,-,-,-,-,-,-,1,1,4,1,2,2,-,3,-,-,3,-,2,3,-,1,-,-,1,3,1,2,2,1,1,-,1,2,1,1,-,-,4,2,2,1,1,-,1,-,1,1,1,-,-,-,-,2,118,Ahmar(ST),MMR017023
 Total,2643,2791,3037,3233,3199,3484,3334,3266,3024,3113,3233,3035,3268,3037,2750,2696,2310,2393,2445,2064,2702,1826,2020,1891,1736,2420,1865,2078,2142,1902,2373,1884,1828,1882,1568,2329,1491,1559,1848,1531,1861,1105,1740,1286,1223,1646,1231,1127,1266,953,1418,927,1008,1172,861,1162,843,709,766,485,808,470,507,559,383,530,321,319,240,180,300,158,184,186,159,325,151,105,140,54,115,66,84,78,63,79,42,25,25,24,80,126779,Ahmar(ST),MMR017023
