Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2595,2759,3038,3171,3133,3131,3301,3682,3160,3389,3576,3222,3590,3902,3603,3363,3035,3492,3579,3052,3708,3036,2947,3119,2973,3393,2805,3179,3356,3099,3832,2849,3065,3010,2634,3338,2495,2664,2908,2702,3171,2373,2834,2467,2222,3111,2087,2247,2304,1883,2398,1856,1865,1882,1757,2088,1514,1652,1539,1187,1605,973,1116,1058,1046,1197,779,1005,690,461,872,454,544,540,448,775,342,392,410,213,377,165,166,175,125,178,76,80,59,52,185,185880,Minbu,MMR009007
 Yes - some difficulty,6,-,4,1,3,4,5,3,3,4,5,4,3,4,5,1,2,5,4,4,2,2,3,6,3,7,9,4,6,8,9,8,4,9,3,14,7,16,16,9,11,16,12,9,9,19,16,20,12,19,27,20,21,30,23,26,27,37,39,23,38,29,26,25,30,52,35,50,36,28,65,31,48,53,36,63,32,50,58,35,61,38,37,36,31,30,19,22,14,8,51,1798,Minbu,MMR009007
 Yes - a lot of difficulty,-,-,-,-,-,1,2,2,-,3,1,1,1,1,2,2,1,1,-,-,2,1,1,1,1,-,1,-,3,-,2,1,1,-,-,1,1,3,-,1,4,3,1,3,4,6,1,2,-,-,2,2,3,4,3,4,1,3,4,5,4,7,-,4,8,8,5,2,4,3,13,3,5,8,9,8,7,10,12,13,18,5,8,10,8,9,11,12,8,4,16,335,Minbu,MMR009007
 Yes - cannot hear at all,-,1,1,1,1,1,2,-,2,-,2,3,1,1,3,-,1,1,-,2,3,1,2,-,1,3,2,2,1,2,-,1,2,1,-,3,1,2,1,1,2,1,5,2,1,1,-,3,2,-,2,1,1,-,2,1,4,1,-,2,-,1,-,1,3,3,4,2,-,-,4,2,1,6,1,3,6,5,6,-,5,1,2,4,2,4,3,4,2,3,8,169,Minbu,MMR009007
 Total,2601,2760,3043,3173,3137,3137,3310,3687,3165,3396,3584,3230,3595,3908,3613,3366,3039,3499,3583,3058,3715,3040,2953,3126,2978,3403,2817,3185,3366,3109,3843,2859,3072,3020,2637,3356,2504,2685,2925,2713,3188,2393,2852,2481,2236,3137,2104,2272,2318,1902,2429,1879,1890,1916,1785,2119,1546,1693,1582,1217,1647,1010,1142,1088,1087,1260,823,1059,730,492,954,490,598,607,494,849,387,457,486,261,461,209,213,225,166,221,109,118,83,67,260,188182,Minbu,MMR009007
