Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,556,694,886,1003,947,994,985,949,1021,944,885,726,860,884,790,858,722,663,727,566,739,537,528,505,512,677,557,475,514,401,644,433,443,329,326,418,371,308,347,266,419,287,308,277,285,344,252,230,255,231,371,204,252,225,232,228,246,155,191,128,179,102,106,77,79,96,83,55,53,43,62,39,42,50,30,35,38,28,29,16,26,13,12,13,9,5,5,3,4,-,5,32447,Kongyan,MMR015023
 Yes - some difficulty,28,24,14,6,2,1,3,-,1,2,2,4,1,1,2,-,2,2,1,-,1,-,-,-,-,1,3,1,2,-,3,2,1,2,1,4,2,5,4,1,5,8,10,8,7,13,11,9,10,6,21,23,12,18,25,18,31,17,18,16,52,23,28,28,22,33,35,26,39,18,52,33,38,20,42,35,33,17,34,14,28,16,9,10,16,10,8,3,5,2,15,1159,Kongyan,MMR015023
 Yes - a lot of difficulty,23,1,1,-,1,-,-,-,1,-,-,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,-,1,1,-,-,-,1,1,1,-,-,1,-,-,-,2,-,1,1,-,1,-,-,4,3,1,-,-,1,1,4,2,6,-,4,2,3,5,1,5,4,1,5,4,5,4,2,5,3,-,-,1,-,2,5,130,Kongyan,MMR015023
 Yes - cannot hear at all,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,1,-,1,-,-,-,-,-,-,1,-,-,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,1,-,2,1,-,-,-,1,-,-,-,1,-,1,-,-,-,3,-,-,1,2,-,-,-,-,1,1,1,1,-,3,1,1,-,-,1,-,-,-,1,2,36,Kongyan,MMR015023
 Total,607,719,901,1009,950,995,988,949,1023,947,887,731,861,885,792,859,725,667,728,568,741,537,528,505,512,678,561,476,516,403,647,437,445,332,327,423,373,314,352,268,424,295,319,286,294,357,263,240,265,238,392,231,265,244,258,246,279,172,209,148,235,126,135,105,102,130,125,83,98,62,120,74,83,75,73,76,76,47,69,34,62,34,24,28,28,16,13,7,9,5,27,33772,Kongyan,MMR015023
