Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,6156,6102,6043,6355,6853,5953,6523,7036,6724,6967,7473,7333,8185,8825,8398,7670,7790,8377,8987,7994,8857,7300,7034,7004,6516,7050,6084,6543,6934,6341,7453,5613,6244,6137,5355,6491,5403,5171,5726,4830,5889,4308,5520,5318,4617,5608,4008,3950,4223,3419,4435,2977,3374,3419,3276,3532,2742,2668,2665,2174,2986,1756,1934,1880,1645,2137,1296,1466,1078,793,1182,649,786,754,655,872,520,428,502,304,526,252,288,269,220,256,140,110,97,65,279,378077,Taunggyi,MMR014001
 Yes - some difficulty,2,1,5,2,3,2,4,7,4,11,14,4,5,9,8,19,11,10,12,8,19,6,14,8,6,10,15,8,11,20,24,12,21,18,10,21,16,17,21,24,32,18,25,18,31,33,39,31,35,46,36,36,34,47,45,53,50,47,48,36,69,45,56,59,61,90,41,62,69,61,81,41,53,62,71,81,64,75,69,40,82,37,58,34,39,46,31,25,26,12,67,2889,Taunggyi,MMR014001
 Yes - a lot of difficulty,-,1,1,-,-,1,1,2,2,2,1,2,2,1,1,4,2,2,1,1,3,3,3,2,-,4,3,3,6,1,2,1,7,3,1,5,-,2,4,1,7,3,2,3,5,7,8,2,3,4,5,3,8,5,5,8,9,5,7,4,9,6,7,7,6,9,12,7,7,5,7,3,8,11,7,7,6,12,10,1,14,12,4,8,11,5,5,8,3,3,18,422,Taunggyi,MMR014001
 Yes - cannot hear at all,-,1,1,2,1,2,-,2,3,5,2,2,3,4,5,1,2,2,6,3,3,6,2,3,1,2,1,4,3,1,6,1,1,7,3,4,5,5,3,3,4,3,4,1,1,6,1,-,5,1,1,2,5,5,5,5,3,3,5,5,3,1,5,2,1,3,2,2,2,4,2,2,1,1,2,3,4,2,5,-,6,1,2,2,-,6,3,1,3,1,3,251,Taunggyi,MMR014001
 Total,6158,6105,6050,6359,6857,5958,6528,7047,6733,6985,7490,7341,8195,8839,8412,7694,7805,8391,9006,8006,8882,7315,7053,7017,6523,7066,6103,6558,6954,6363,7485,5627,6273,6165,5369,6521,5424,5195,5754,4858,5932,4332,5551,5340,4654,5654,4056,3983,4266,3470,4477,3018,3421,3476,3331,3598,2804,2723,2725,2219,3067,1808,2002,1948,1713,2239,1351,1537,1156,863,1272,695,848,828,735,963,594,517,586,345,628,302,352,313,270,313,179,144,129,81,367,381639,Taunggyi,MMR014001
