Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2376,2144,2354,2454,2417,2499,2376,2554,2507,2466,2576,2196,2669,2693,2497,2143,2146,2102,2388,1786,2224,1516,1640,1639,1549,1875,1455,1401,1715,1453,2251,1193,1460,1439,1149,1638,1308,1219,1386,1052,1820,947,1266,1281,959,1490,905,795,1010,693,1466,641,899,881,760,960,754,566,628,422,943,354,423,435,330,524,286,310,261,156,461,148,184,195,143,230,134,66,120,50,176,42,58,53,41,64,31,23,18,15,99,103421,Waingmaw,MMR001002
 Yes - some difficulty,7,2,5,1,4,5,14,13,12,22,11,10,20,12,20,14,13,14,12,10,10,9,12,10,10,21,5,12,13,16,29,13,16,21,19,11,19,14,18,14,42,15,27,23,22,31,32,22,35,21,65,44,46,41,40,50,54,32,39,37,101,39,49,52,48,51,34,39,49,22,109,23,37,38,33,67,35,33,28,16,73,6,12,18,19,28,14,14,11,12,35,2376,Waingmaw,MMR001002
 Yes - a lot of difficulty,5,1,1,1,-,-,2,-,5,3,-,4,3,5,3,1,3,1,3,1,3,3,2,2,4,3,1,5,1,4,4,3,1,3,4,4,2,-,3,3,8,-,-,1,3,7,2,4,6,3,15,-,9,8,6,14,5,3,5,4,12,3,5,5,2,8,3,6,8,4,15,3,5,7,5,11,6,2,9,2,18,2,6,6,5,10,4,3,3,3,35,416,Waingmaw,MMR001002
 Yes - cannot hear at all,2,-,-,-,-,1,1,-,1,2,3,2,2,2,-,1,1,2,1,1,1,-,3,2,1,2,1,3,4,1,2,2,-,1,1,3,1,3,-,1,4,2,2,-,-,5,1,4,3,-,4,2,2,3,-,1,2,4,-,2,6,1,-,2,-,2,2,1,-,1,5,-,2,-,1,3,1,1,3,1,6,2,-,1,-,3,-,1,1,1,11,153,Waingmaw,MMR001002
 Total,2390,2147,2360,2456,2421,2505,2393,2567,2525,2493,2590,2212,2694,2712,2520,2159,2163,2119,2404,1798,2238,1528,1657,1653,1564,1901,1462,1421,1733,1474,2286,1211,1477,1464,1173,1656,1330,1236,1407,1070,1874,964,1295,1305,984,1533,940,825,1054,717,1550,687,956,933,806,1025,815,605,672,465,1062,397,477,494,380,585,325,356,318,183,590,174,228,240,182,311,176,102,160,69,273,52,76,78,65,105,49,41,33,31,180,106366,Waingmaw,MMR001002
