Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2432,2620,2579,3054,3230,3476,3569,3653,3572,3335,3592,3381,3877,4161,3315,3003,2709,2544,3320,2281,2993,2028,2411,2383,2102,2959,2111,2220,2784,2135,3311,1981,2523,2315,1834,2924,2013,2140,2654,1652,2756,1544,2473,2107,1707,2853,1697,1527,1969,1228,2326,1225,1659,1709,1404,1877,1441,1072,1225,791,1812,703,928,1034,873,1467,727,785,594,326,1229,344,546,496,343,795,367,258,378,137,531,119,182,156,123,192,83,74,41,30,156,161595,Kyaukpyu,MMR012011
 Yes - some difficulty,17,7,6,6,7,10,12,11,6,2,9,5,9,12,4,7,5,2,7,1,3,3,5,5,4,5,1,6,7,2,8,2,4,8,2,14,9,12,10,10,15,8,9,6,10,15,16,12,14,16,37,15,34,35,27,25,31,25,33,22,92,31,41,55,39,114,58,58,69,39,209,60,81,105,73,187,79,64,106,41,185,52,67,63,37,67,39,31,27,25,70,2934,Kyaukpyu,MMR012011
 Yes - a lot of difficulty,7,16,7,8,5,1,1,-,-,2,2,3,1,-,1,1,3,-,1,-,2,1,-,-,2,6,2,-,2,1,5,1,3,2,2,1,2,3,1,1,2,1,1,3,2,6,3,1,5,3,3,1,4,8,-,6,7,-,5,6,16,1,5,5,12,12,7,7,7,6,27,5,14,14,11,37,12,13,22,10,43,12,22,19,18,25,7,13,11,2,23,601,Kyaukpyu,MMR012011
 Yes - cannot hear at all,11,1,3,3,-,1,2,1,-,1,-,3,5,2,1,3,1,-,4,4,4,-,1,1,1,3,2,1,4,-,3,2,3,5,-,5,4,1,1,-,3,2,3,-,1,3,1,2,2,1,2,3,1,1,1,1,2,1,3,-,5,1,1,4,1,3,-,2,-,1,6,-,1,3,1,9,3,3,4,2,13,-,6,6,1,8,3,1,6,3,5,222,Kyaukpyu,MMR012011
 Total,2467,2644,2595,3071,3242,3488,3584,3665,3578,3340,3603,3392,3892,4175,3321,3014,2718,2546,3332,2286,3002,2032,2417,2389,2109,2973,2116,2227,2797,2138,3327,1986,2533,2330,1838,2944,2028,2156,2666,1663,2776,1555,2486,2116,1720,2877,1717,1542,1990,1248,2368,1244,1698,1753,1432,1909,1481,1098,1266,819,1925,736,975,1098,925,1596,792,852,670,372,1471,409,642,618,428,1028,461,338,510,190,772,183,277,244,179,292,132,119,85,60,254,165352,Kyaukpyu,MMR012011
