Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2225,2246,2460,2544,2674,2591,2617,2522,2458,2478,2547,2350,2441,2385,2207,2114,1991,1833,2247,1790,2252,1683,1853,1802,1598,2007,1595,1583,1772,1446,2039,1337,1555,1405,1257,1712,1197,1223,1452,1245,1525,1070,1514,1264,1138,1604,1136,1053,1240,870,1260,803,915,920,754,988,735,630,635,509,823,396,445,419,309,526,280,368,237,157,348,122,188,167,148,258,140,76,117,72,115,43,57,70,59,59,36,20,16,6,54,105427,Shwegyin,MMR007008
 Yes - some difficulty,13,11,14,18,6,5,8,5,11,5,3,10,10,9,7,8,5,6,8,4,10,5,5,2,3,5,10,4,4,5,16,6,5,6,4,18,8,11,13,15,15,13,18,13,18,22,12,11,13,18,32,25,26,27,24,35,35,33,26,25,53,34,26,28,22,53,32,32,46,30,52,25,26,35,33,61,34,17,32,25,41,16,22,20,22,20,27,10,9,10,47,1702,Shwegyin,MMR007008
 Yes - a lot of difficulty,7,3,-,-,1,-,2,1,2,3,2,1,-,4,2,1,2,1,-,2,2,1,2,-,1,-,-,1,2,1,5,1,2,2,1,1,-,2,-,1,2,5,2,2,1,5,2,1,-,-,2,1,2,5,2,-,5,1,4,2,3,-,1,7,3,7,6,7,1,3,9,2,3,8,4,12,9,2,3,6,12,1,1,6,4,8,2,2,-,-,12,247,Shwegyin,MMR007008
 Yes - cannot hear at all,-,1,-,-,1,1,-,1,1,-,-,-,1,2,-,2,-,1,-,1,1,1,-,2,1,1,-,-,1,-,2,1,-,1,-,2,-,1,1,-,1,-,3,-,-,1,-,-,-,-,-,-,-,1,2,2,1,-,-,2,1,-,1,2,-,3,1,2,1,1,3,1,2,-,1,2,2,-,-,1,3,3,2,1,-,-,3,1,1,1,7,86,Shwegyin,MMR007008
 Total,2245,2261,2474,2562,2682,2597,2627,2529,2472,2486,2552,2361,2452,2400,2216,2125,1998,1841,2255,1797,2265,1690,1860,1806,1603,2013,1605,1588,1779,1452,2062,1345,1562,1414,1262,1733,1205,1237,1466,1261,1543,1088,1537,1279,1157,1632,1150,1065,1253,888,1294,829,943,953,782,1025,776,664,665,538,880,430,473,456,334,589,319,409,285,191,412,150,219,210,186,333,185,95,152,104,171,63,82,97,85,87,68,33,26,17,120,107462,Shwegyin,MMR007008
