Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2158,2068,2149,2476,2474,2365,2702,2940,2675,2686,2917,2724,2996,3078,2910,2582,2289,2473,2573,1996,2620,1895,2056,1970,1757,2450,1612,2039,2138,1962,2539,1854,1949,1902,1599,2331,1602,2010,1867,1834,2167,1519,1960,1815,1450,2146,1473,1703,1608,1276,1871,1341,1402,1298,1103,1447,970,1152,1098,896,1200,761,813,758,640,928,549,733,497,344,701,289,388,339,308,543,213,267,248,156,278,125,140,106,83,133,44,68,42,30,118,132754,Kani,MMR005017
 Yes - some difficulty,29,4,4,6,2,2,2,5,4,7,8,6,9,6,5,4,3,4,6,3,6,2,5,4,5,6,4,3,8,1,2,6,-,5,3,8,2,14,7,4,15,6,6,9,12,12,6,12,12,14,14,12,14,16,16,24,16,18,16,21,25,22,20,24,20,52,21,31,34,25,63,24,34,32,24,66,24,33,35,28,62,28,28,30,21,39,17,22,18,14,31,1432,Kani,MMR005017
 Yes - a lot of difficulty,12,-,-,-,-,-,2,2,2,1,-,-,4,-,2,-,3,-,1,-,3,1,1,1,-,2,2,2,1,1,2,4,4,1,1,-,1,-,-,-,2,2,1,1,3,-,2,2,1,1,-,2,6,3,1,6,-,2,6,1,5,1,4,-,5,2,1,4,4,2,8,4,4,5,2,6,4,4,7,3,9,6,5,10,4,8,3,5,2,2,19,246,Kani,MMR005017
 Yes - cannot hear at all,1,-,2,-,2,2,-,3,2,2,1,1,1,2,2,-,2,1,-,-,2,-,1,3,2,5,1,2,-,2,3,-,4,-,1,1,-,1,-,1,5,-,-,-,1,1,2,1,-,-,1,-,1,1,1,2,-,1,1,-,-,1,-,1,1,1,-,1,-,-,3,2,1,1,-,4,-,3,1,1,5,3,-,-,-,1,1,1,-,2,4,109,Kani,MMR005017
 Total,2200,2072,2155,2482,2478,2369,2706,2950,2683,2696,2926,2731,3010,3086,2919,2586,2297,2478,2580,1999,2631,1898,2063,1978,1764,2463,1619,2046,2147,1966,2546,1864,1957,1908,1604,2340,1605,2025,1874,1839,2189,1527,1967,1825,1466,2159,1483,1718,1621,1291,1886,1355,1423,1318,1121,1479,986,1173,1121,918,1230,785,837,783,666,983,571,769,535,371,775,319,427,377,334,619,241,307,291,188,354,162,173,146,108,181,65,96,62,48,172,134541,Kani,MMR005017
