Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4933,5211,5184,5514,5985,5392,5547,5699,5552,5506,5860,5670,6131,6735,6532,6255,6313,6712,8205,7469,8818,7249,7413,7300,6863,7191,6376,6111,6715,6110,7518,5459,5935,5746,5120,5815,4849,4597,5375,4690,5366,3798,4936,4522,3842,4884,3736,3558,4000,3339,3962,2822,3235,3212,2994,3131,2779,2300,2388,1991,2803,1655,1851,1837,1481,1950,1332,1452,1011,750,1052,651,731,685,633,1014,630,414,556,293,473,258,264,239,180,229,166,125,88,62,268,341583,Shwepyitha,MMR013007
 Yes - some difficulty,11,1,2,4,-,4,3,8,6,4,10,5,11,11,7,6,5,11,4,4,3,7,9,5,4,5,7,10,6,7,7,8,7,2,12,6,4,9,11,9,7,8,8,18,10,12,14,13,10,11,23,14,28,15,21,19,22,31,21,22,35,12,24,26,33,48,28,39,25,22,54,20,33,37,44,68,36,38,43,33,37,27,27,24,35,29,23,12,15,12,61,1582,Shwepyitha,MMR013007
 Yes - a lot of difficulty,2,1,-,-,-,1,6,2,2,1,2,2,1,3,2,-,1,-,-,1,3,1,2,-,1,2,3,-,-,-,2,1,1,3,1,2,2,2,3,1,1,1,3,2,1,1,-,1,1,-,3,4,-,2,1,5,1,-,2,4,2,2,3,2,3,3,3,9,2,3,6,-,3,6,3,9,1,1,7,4,4,-,5,6,2,6,5,2,4,1,15,212,Shwepyitha,MMR013007
 Yes - cannot hear at all,1,-,1,1,2,-,1,1,1,2,6,2,2,1,2,2,2,2,-,3,5,1,1,1,1,1,-,4,2,-,2,3,3,4,1,3,1,-,-,1,1,-,1,1,-,5,2,2,-,2,3,3,3,1,-,4,-,4,1,1,4,2,1,-,2,2,-,1,3,-,-,2,-,2,-,4,3,1,-,-,2,1,1,2,6,-,-,-,3,2,5,149,Shwepyitha,MMR013007
 Total,4947,5213,5187,5519,5987,5397,5557,5710,5561,5513,5878,5679,6145,6750,6543,6263,6321,6725,8209,7477,8829,7258,7425,7306,6869,7199,6386,6125,6723,6117,7529,5471,5946,5755,5134,5826,4856,4608,5389,4701,5375,3807,4948,4543,3853,4902,3752,3574,4011,3352,3991,2843,3266,3230,3016,3159,2802,2335,2412,2018,2844,1671,1879,1865,1519,2003,1363,1501,1041,775,1112,673,767,730,680,1095,670,454,606,330,516,286,297,271,223,264,194,139,110,77,349,343526,Shwepyitha,MMR013007
