Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1639,1854,1822,2030,2186,2159,2113,2226,2295,2164,2205,2099,2365,2600,2205,2149,2037,1845,2214,1681,2063,1525,1793,1706,1520,2119,1464,1681,1864,1510,2224,1407,1669,1610,1372,2192,1451,1475,1796,1204,2004,1254,1830,1523,1301,1931,1192,1245,1423,1030,1664,1017,1206,1219,1021,1342,1042,845,932,674,1272,539,663,637,677,973,466,602,409,279,732,250,327,382,281,554,239,177,234,115,351,139,170,165,103,163,76,63,52,37,165,112520,Toungup,MMR012016
 Yes - some difficulty,7,1,3,-,2,1,2,1,4,6,5,5,8,1,5,4,5,3,3,2,5,3,2,4,6,8,7,4,5,7,8,5,7,3,5,13,6,7,7,6,10,4,8,9,3,7,9,9,16,7,24,15,13,24,10,19,25,19,22,10,53,21,14,23,37,45,23,39,27,16,88,24,38,41,38,79,35,17,50,20,74,27,39,37,25,42,23,20,10,5,42,1521,Toungup,MMR012016
 Yes - a lot of difficulty,2,-,-,2,1,-,1,2,1,-,3,2,3,1,-,-,-,-,1,1,-,-,-,-,2,1,-,-,-,2,2,-,2,1,-,1,1,-,1,1,-,1,1,3,-,1,-,1,-,2,1,-,3,2,1,4,1,4,3,3,1,2,4,2,3,6,5,2,3,5,9,1,2,8,4,8,2,9,8,2,13,5,8,9,5,9,4,6,6,2,23,241,Toungup,MMR012016
 Yes - cannot hear at all,1,-,1,-,-,1,-,1,2,4,-,2,3,2,4,2,-,6,4,2,2,1,2,2,2,4,2,1,3,3,2,1,3,1,3,3,-,-,2,-,1,1,2,1,-,1,3,1,2,1,6,-,5,1,-,1,2,2,1,1,3,1,-,1,-,3,-,-,-,1,5,-,2,1,-,5,-,1,2,2,1,1,2,-,-,-,2,4,7,1,6,155,Toungup,MMR012016
 Total,1649,1855,1826,2032,2189,2161,2116,2230,2302,2174,2213,2108,2379,2604,2214,2155,2042,1854,2222,1686,2070,1529,1797,1712,1530,2132,1473,1686,1872,1522,2236,1413,1681,1615,1380,2209,1458,1482,1806,1211,2015,1260,1841,1536,1304,1940,1204,1256,1441,1040,1695,1032,1227,1246,1032,1366,1070,870,958,688,1329,563,681,663,717,1027,494,643,439,301,834,275,369,432,323,646,276,204,294,139,439,172,219,211,133,214,105,93,75,45,236,114437,Toungup,MMR012016
