Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2332,2299,2522,2429,2488,2422,2657,2928,2563,2772,2885,2700,3079,2911,2483,2362,2100,2384,2726,2186,3168,2251,2335,2465,2153,3160,2122,2734,2635,2431,3545,2264,2488,2576,1941,3249,1889,2514,2320,1862,2873,1664,2275,2109,1556,2919,1524,1973,1847,1571,2568,1379,1500,1638,1257,2225,1025,1473,1309,923,1804,936,1020,1150,861,1564,601,986,599,440,1152,390,535,563,399,998,276,340,389,168,455,192,222,212,125,222,64,108,62,40,227,154038,Ayartaw,MMR005014
 Yes - some difficulty,4,2,-,-,3,3,2,2,2,-,3,-,4,3,7,-,1,5,1,5,7,1,4,2,4,2,5,3,5,3,6,6,5,3,6,9,4,8,7,7,15,1,13,8,4,15,8,7,7,8,21,4,15,17,9,20,14,20,22,22,38,13,9,20,20,44,11,34,26,21,57,30,39,28,30,77,19,53,46,17,71,27,36,28,20,51,15,12,18,5,63,1372,Ayartaw,MMR005014
 Yes - a lot of difficulty,2,-,-,-,1,-,3,-,-,-,-,-,1,-,2,-,-,2,1,2,1,-,1,1,-,3,-,-,1,-,2,-,1,3,2,3,-,-,1,1,3,-,1,1,-,2,-,1,1,-,4,1,1,5,2,6,1,2,1,1,5,-,5,4,-,4,2,2,4,2,7,-,6,2,2,17,6,4,7,3,10,2,10,5,4,7,1,3,3,-,21,215,Ayartaw,MMR005014
 Yes - cannot hear at all,-,-,-,1,2,1,4,3,3,1,-,2,4,3,-,1,-,1,3,1,3,2,1,2,2,5,2,2,3,1,-,2,2,1,-,1,-,2,-,2,2,3,2,1,1,2,2,1,2,1,5,-,2,1,1,6,1,1,2,1,1,2,-,2,-,1,3,-,-,2,4,1,1,5,-,2,1,2,-,-,2,1,1,4,-,2,-,2,1,-,4,144,Ayartaw,MMR005014
 Total,2338,2301,2522,2430,2494,2426,2666,2933,2568,2773,2888,2702,3088,2917,2492,2363,2101,2392,2731,2194,3179,2254,2341,2470,2159,3170,2129,2739,2644,2435,3553,2272,2496,2583,1949,3262,1893,2524,2328,1872,2893,1668,2291,2119,1561,2938,1534,1982,1857,1580,2598,1384,1518,1661,1269,2257,1041,1496,1334,947,1848,951,1034,1176,881,1613,617,1022,629,465,1220,421,581,598,431,1094,302,399,442,188,538,222,269,249,149,282,80,125,84,45,315,155769,Ayartaw,MMR005014
