Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4009,4302,4393,4744,5043,4315,4759,5076,4783,4982,5098,5175,5505,6224,6315,5602,5118,5071,5630,5070,5598,4603,4679,4753,4327,4725,4440,4310,5012,4338,5613,3894,4570,4258,3896,4873,3793,3774,4398,3614,4682,3282,4067,3860,3508,4282,3343,3316,3848,3041,3928,2779,3270,3238,3031,3300,2983,2558,2704,2243,2915,1686,2080,1925,1563,2175,1287,1548,1199,871,1236,724,869,873,753,1243,735,497,628,338,554,300,363,370,311,355,259,174,131,97,489,286493,Mawlamyine,MMR011001
 Yes - some difficulty,9,2,-,1,2,4,1,8,3,7,9,10,7,10,4,3,7,3,3,5,6,5,5,5,2,5,6,5,5,2,7,6,9,10,4,7,7,8,8,8,10,8,22,14,9,20,16,13,22,14,26,14,22,33,18,39,43,35,42,39,57,39,33,50,55,68,50,54,49,36,68,32,50,54,60,113,62,42,63,46,85,52,64,51,64,61,47,47,28,22,148,2427,Mawlamyine,MMR011001
 Yes - a lot of difficulty,1,-,1,-,1,1,-,-,2,2,-,2,-,1,3,1,1,3,1,-,2,1,1,2,1,2,-,-,-,1,2,-,3,1,1,4,-,2,1,1,2,1,3,2,-,4,2,2,1,2,3,-,3,4,-,4,1,5,3,1,6,3,5,5,4,2,6,3,5,1,6,1,5,4,3,4,5,3,6,4,10,3,8,3,3,14,10,7,7,7,33,274,Mawlamyine,MMR011001
 Yes - cannot hear at all,-,-,-,-,2,-,2,2,3,1,3,2,2,6,2,5,3,3,1,1,2,1,2,3,-,2,5,1,2,1,2,2,3,6,4,3,1,2,-,-,2,-,-,4,1,-,1,3,-,-,1,1,2,-,1,4,-,-,2,3,3,1,2,2,3,5,1,1,3,5,3,1,2,1,-,1,3,4,5,1,2,2,4,4,2,4,2,5,1,1,15,194,Mawlamyine,MMR011001
 Total,4019,4304,4394,4745,5048,4320,4762,5086,4791,4992,5110,5189,5514,6241,6324,5611,5129,5080,5635,5076,5608,4610,4687,4763,4330,4734,4451,4316,5019,4342,5624,3902,4585,4275,3905,4887,3801,3786,4407,3623,4696,3291,4092,3880,3518,4306,3362,3334,3871,3057,3958,2794,3297,3275,3050,3347,3027,2598,2751,2286,2981,1729,2120,1982,1625,2250,1344,1606,1256,913,1313,758,926,932,816,1361,805,546,702,389,651,357,439,428,380,434,318,233,167,127,685,289388,Mawlamyine,MMR011001
