Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1014,965,965,1082,1074,968,1030,1006,1037,1054,1030,890,1006,979,969,887,820,776,765,625,712,536,486,501,492,499,424,373,491,380,522,358,394,340,392,466,418,371,351,354,524,313,366,368,448,534,368,346,381,320,512,235,295,283,314,290,280,246,285,251,347,145,181,155,198,197,144,127,137,84,196,79,82,69,99,91,41,36,61,38,89,19,22,28,34,26,16,10,9,9,48,37578,Matupi,MMR004007
 Yes - some difficulty,13,3,2,7,9,2,6,4,3,7,5,3,2,5,4,5,3,2,2,5,4,1,2,2,2,2,2,3,1,3,9,2,8,1,7,6,4,5,5,4,10,7,7,9,13,16,8,6,13,14,30,12,8,14,23,18,21,17,27,22,56,16,20,16,38,37,24,19,32,23,56,19,17,22,44,27,12,9,17,15,31,7,12,9,9,7,7,8,4,5,28,1106,Matupi,MMR004007
 Yes - a lot of difficulty,-,1,1,-,-,1,1,1,-,-,-,1,1,1,1,-,-,4,1,2,1,-,-,-,2,4,1,1,2,1,4,1,1,1,-,2,2,1,-,2,4,2,-,2,8,6,5,1,4,1,2,1,4,5,4,7,2,6,1,2,7,3,3,2,9,9,5,4,6,4,17,3,5,8,8,6,4,3,8,6,20,3,4,6,2,-,1,-,-,1,13,279,Matupi,MMR004007
 Yes - cannot hear at all,-,-,-,-,1,-,-,1,2,1,1,1,2,1,2,3,1,1,2,2,-,1,3,-,1,4,-,-,2,-,1,1,-,1,1,1,2,1,4,1,4,1,1,-,-,1,3,-,2,2,7,2,1,2,2,1,-,3,1,3,2,-,-,2,1,1,-,-,1,-,4,3,2,-,3,2,1,1,1,2,4,2,-,2,4,2,-,-,-,-,2,123,Matupi,MMR004007
 Total,1027,969,968,1089,1084,971,1037,1012,1042,1062,1036,895,1011,986,976,895,824,783,770,634,717,538,491,503,497,509,427,377,496,384,536,362,403,343,400,475,426,378,360,361,542,323,374,379,469,557,384,353,400,337,551,250,308,304,343,316,303,272,314,278,412,164,204,175,246,244,173,150,176,111,273,104,106,99,154,126,58,49,87,61,144,31,38,45,49,35,24,18,13,15,91,39086,Matupi,MMR004007
