Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1525,1444,1478,1549,1684,1521,1532,1669,1641,1515,1658,1559,1790,2035,2037,1890,1851,2084,2481,2375,2696,2289,2454,2269,2342,2418,2006,2012,2178,2056,2537,1812,1862,1903,1670,1787,1545,1493,1693,1484,1674,1258,1618,1454,1270,1620,1250,1305,1433,1166,1373,1060,1157,1175,1155,1160,1004,905,978,861,992,669,737,692,583,642,506,488,422,331,410,213,288,258,273,372,283,178,200,118,167,133,116,122,111,131,97,65,44,31,154,110526,Kyimyindine,MMR013038
 Yes - some difficulty,3,1,2,1,-,2,2,1,2,4,4,2,2,1,2,1,1,2,5,3,1,2,1,3,3,2,2,3,1,2,4,3,2,2,4,3,3,4,7,2,8,3,7,11,6,7,10,8,8,10,8,12,16,6,10,20,18,14,18,14,23,12,13,16,14,17,16,12,14,21,24,13,11,15,18,30,22,17,20,7,16,17,11,13,21,12,15,16,6,6,40,817,Kyimyindine,MMR013038
 Yes - a lot of difficulty,-,-,1,1,-,-,-,-,-,1,-,-,2,1,-,-,-,2,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,2,1,1,-,-,-,1,-,1,3,2,-,-,1,-,1,-,-,1,1,1,-,3,1,2,1,2,3,1,-,-,1,3,1,1,-,1,2,2,2,-,2,6,3,2,2,2,5,-,3,3,5,-,4,3,2,3,5,103,Kyimyindine,MMR013038
 Yes - cannot hear at all,-,1,-,-,-,1,-,-,2,-,2,1,-,-,-,-,-,1,2,2,1,1,1,1,-,2,-,-,1,-,1,1,1,2,-,2,-,-,1,1,-,1,-,-,1,2,-,3,-,1,1,-,1,1,1,2,-,2,-,1,1,1,2,-,2,2,-,-,1,-,-,-,2,1,1,3,-,1,-,1,-,1,1,-,2,-,1,-,-,-,-,68,Kyimyindine,MMR013038
 Total,1528,1446,1481,1551,1684,1524,1534,1670,1645,1520,1664,1562,1794,2037,2039,1891,1852,2089,2488,2380,2699,2292,2457,2273,2345,2422,2008,2015,2180,2059,2542,1816,1865,1909,1675,1793,1548,1497,1701,1488,1682,1263,1628,1467,1277,1629,1261,1316,1442,1177,1382,1073,1175,1183,1166,1185,1023,923,997,878,1019,683,752,708,600,664,523,501,437,353,436,228,303,274,294,411,308,198,222,128,188,151,131,138,139,143,117,84,52,40,199,111514,Kyimyindine,MMR013038
