Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2973,3201,3019,3287,3411,3097,3475,3742,3654,3547,3734,3554,4007,4003,3887,3683,3518,3900,4240,3723,4013,3238,3272,3371,3179,3554,3091,3062,3521,3260,3807,2964,3184,3105,2809,3314,2732,2709,2950,2454,3105,2313,2837,2390,2204,2738,2061,1950,1993,1871,2194,1561,1728,1637,1598,1733,1305,1244,1247,1031,1480,918,1005,957,873,964,686,590,507,438,586,316,403,334,355,388,264,187,221,148,221,118,140,135,107,115,74,48,49,38,123,186772,Nyaungshwe,MMR014002
 Yes - some difficulty,5,2,2,2,4,-,3,5,10,8,6,2,10,9,13,12,6,6,9,5,7,6,7,4,4,5,11,7,6,9,12,14,15,14,8,19,11,9,15,12,18,11,15,20,17,26,19,18,27,22,26,26,23,26,27,37,27,33,20,34,49,39,46,41,41,51,56,54,43,36,78,41,47,34,69,84,47,54,51,32,74,41,53,48,48,60,26,18,12,9,34,2202,Nyaungshwe,MMR014002
 Yes - a lot of difficulty,1,-,-,1,-,-,-,1,1,1,-,-,-,3,1,-,2,-,-,1,-,-,1,4,-,-,1,-,3,1,4,3,1,3,2,1,3,1,1,1,-,1,2,-,1,3,4,3,4,3,5,2,3,3,2,6,2,2,3,5,15,4,3,4,5,5,4,7,11,3,10,5,8,11,10,17,9,6,9,5,11,9,5,9,7,6,7,9,2,2,9,323,Nyaungshwe,MMR014002
 Yes - cannot hear at all,1,-,-,1,-,3,-,2,1,2,-,4,4,-,2,1,-,1,1,1,3,1,1,1,1,2,2,-,1,1,4,2,1,2,1,-,-,-,1,2,1,-,-,-,-,1,1,-,1,1,1,1,3,2,-,-,-,-,1,1,2,1,1,1,1,2,1,4,-,1,-,-,-,1,2,2,-,2,1,-,6,3,1,-,1,4,1,1,1,-,6,110,Nyaungshwe,MMR014002
 Total,2980,3203,3021,3291,3415,3100,3478,3750,3666,3558,3740,3560,4021,4015,3903,3696,3526,3907,4250,3730,4023,3245,3281,3380,3184,3561,3105,3069,3531,3271,3827,2983,3201,3124,2820,3334,2746,2719,2967,2469,3124,2325,2854,2410,2222,2768,2085,1971,2025,1897,2226,1590,1757,1668,1627,1776,1334,1279,1271,1071,1546,962,1055,1003,920,1022,747,655,561,478,674,362,458,380,436,491,320,249,282,185,312,171,199,192,163,185,108,76,64,49,172,189407,Nyaungshwe,MMR014002
