Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3731,3699,4011,4229,4421,4317,4566,4745,4380,4425,4785,4687,5230,5499,5412,4990,4412,4868,5254,4711,5627,4334,4269,4148,4138,5104,3896,4261,4538,4203,5498,3715,4114,4140,3502,5070,3469,3869,4196,3595,4921,3052,3916,4055,3310,5091,3131,3511,3377,2969,4032,2731,3006,3005,2494,3505,2243,2326,2309,1928,2873,1572,1862,2006,1575,2454,1217,1597,1210,855,1525,666,832,837,624,1356,601,605,674,363,684,324,371,399,249,369,163,146,103,77,349,271508,Myingyan,MMR010017
 Yes - some difficulty,19,5,2,5,5,3,4,8,7,5,10,5,9,4,5,7,4,12,16,7,3,5,5,6,7,13,9,4,9,6,11,14,10,11,11,16,9,11,22,17,26,14,20,23,30,43,24,24,33,25,46,29,44,45,37,72,42,47,55,53,89,57,72,82,75,114,58,98,82,56,153,64,91,105,97,200,74,110,124,71,169,92,84,71,61,102,46,57,31,13,137,3808,Myingyan,MMR010017
 Yes - a lot of difficulty,7,-,1,1,-,-,-,4,1,2,2,2,2,1,-,3,1,3,1,1,1,1,-,-,1,6,1,2,3,1,4,2,5,-,2,2,4,5,2,3,5,3,6,2,4,6,3,2,5,2,9,4,6,3,7,8,6,8,3,5,5,5,9,10,6,17,12,11,7,7,14,3,14,6,6,23,14,10,20,8,24,11,8,13,11,22,9,5,7,8,31,530,Myingyan,MMR010017
 Yes - cannot hear at all,-,1,-,1,-,2,2,4,1,1,-,1,-,2,1,6,1,-,-,1,4,3,1,2,2,2,2,3,2,1,-,1,1,-,3,4,2,2,3,4,2,1,-,1,4,6,6,2,5,2,7,-,2,2,3,4,2,5,3,1,3,1,2,3,1,5,3,4,2,3,8,2,2,5,2,11,2,2,6,1,7,4,5,3,6,11,4,2,1,1,14,250,Myingyan,MMR010017
 Total,3757,3705,4014,4236,4426,4322,4572,4761,4389,4433,4797,4695,5241,5506,5418,5006,4418,4883,5271,4720,5635,4343,4275,4156,4148,5125,3908,4270,4552,4211,5513,3732,4130,4151,3518,5092,3484,3887,4223,3619,4954,3070,3942,4081,3348,5146,3164,3539,3420,2998,4094,2764,3058,3055,2541,3589,2293,2386,2370,1987,2970,1635,1945,2101,1657,2590,1290,1710,1301,921,1700,735,939,953,729,1590,691,727,824,443,884,431,468,486,327,504,222,210,142,99,531,276096,Myingyan,MMR010017
