Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,787,834,787,860,858,756,871,907,899,954,980,871,875,926,870,866,738,809,819,676,806,663,680,710,739,884,827,859,861,894,1052,807,887,957,746,1085,949,899,858,734,953,860,1102,811,798,1033,905,914,912,837,1033,709,758,698,695,773,595,558,554,511,720,414,443,480,510,545,488,464,342,311,397,235,318,250,261,379,179,175,167,154,212,94,117,97,75,88,54,47,29,28,91,58013,Mindon,MMR009014
 Yes - some difficulty,3,-,1,1,2,-,1,2,1,2,3,1,2,1,1,6,2,2,-,2,1,3,2,6,3,3,4,2,4,5,8,3,5,3,1,11,7,7,4,2,5,5,10,7,3,15,7,7,12,3,18,10,9,20,18,22,19,11,21,17,32,20,21,19,28,22,26,34,18,25,39,22,31,34,28,55,26,36,23,20,50,17,20,22,12,23,18,17,8,9,24,1135,Mindon,MMR009014
 Yes - a lot of difficulty,-,-,-,1,2,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,-,-,1,1,1,-,-,3,-,-,1,1,-,1,1,1,1,1,-,2,1,-,-,1,-,1,2,1,1,2,1,3,1,3,-,3,5,5,3,4,2,3,1,7,9,3,5,3,2,6,5,4,7,2,2,6,3,1,2,9,144,Mindon,MMR009014
 Yes - cannot hear at all,-,-,-,1,1,-,-,-,1,1,1,-,2,-,-,-,1,-,1,1,2,-,1,1,-,-,-,1,-,2,-,1,-,-,4,2,-,-,1,-,-,-,1,1,-,1,1,-,-,-,1,2,1,2,-,2,-,-,1,-,1,1,2,1,-,2,1,2,-,-,1,-,1,1,-,2,1,1,-,1,1,-,-,1,1,-,1,1,1,-,3,65,Mindon,MMR009014
 Total,790,834,788,863,863,756,872,910,902,957,985,872,879,927,871,872,741,811,820,679,809,666,683,717,742,887,831,863,865,903,1061,811,892,961,752,1099,956,906,866,736,958,866,1114,819,802,1050,914,922,925,840,1054,722,768,720,714,797,615,571,577,529,755,436,469,501,541,569,518,505,365,339,441,259,353,286,296,445,209,217,193,177,269,116,141,127,90,113,79,68,39,39,127,59357,Mindon,MMR009014
