Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2282,2419,2411,2387,2603,2358,2520,2639,2754,2727,2888,3025,3348,3751,3813,3847,3827,4249,4626,4329,4798,4290,4160,4228,4103,4040,3714,3695,3925,3521,4336,3228,3467,3280,3108,3319,2950,2933,3279,2834,3533,2502,3201,3091,2807,3324,2860,2804,3041,2481,2924,2065,2392,2409,2226,2107,2024,1801,1815,1548,1909,1228,1498,1407,1206,1418,1019,1237,914,704,859,553,652,633,614,833,611,411,485,322,421,247,277,275,233,246,186,115,107,83,294,207963,Thingangyun,MMR013009
 Yes - some difficulty,-,-,-,2,1,3,2,1,1,5,4,1,4,2,3,3,4,3,2,5,3,1,2,1,-,3,-,-,4,2,2,1,2,3,3,3,5,3,8,3,7,3,6,2,7,6,10,10,13,9,12,11,12,20,17,17,20,18,17,25,28,10,14,20,28,32,22,35,25,18,38,13,24,31,33,48,32,24,41,21,37,32,28,37,27,35,29,33,24,22,75,1253,Thingangyun,MMR013009
 Yes - a lot of difficulty,-,-,-,1,1,-,-,2,1,2,-,-,-,2,2,-,1,-,1,-,-,1,1,-,1,1,2,2,1,2,-,1,1,1,-,2,-,1,1,-,1,-,-,3,3,2,2,1,-,2,1,2,4,1,1,3,-,1,3,1,5,3,2,1,2,3,4,3,3,1,3,4,4,1,2,6,-,5,2,-,6,3,5,3,4,2,3,4,2,4,18,170,Thingangyun,MMR013009
 Yes - cannot hear at all,-,2,2,-,-,-,-,-,1,2,1,2,2,1,-,1,-,1,1,-,3,2,-,-,-,2,-,-,-,-,1,-,2,-,2,1,1,1,1,-,1,5,2,1,1,2,3,1,-,1,1,3,2,-,1,1,2,1,4,-,1,-,-,-,-,-,2,1,3,-,3,-,-,2,-,1,3,1,2,1,4,3,1,-,-,3,1,-,-,1,3,100,Thingangyun,MMR013009
 Total,2282,2421,2413,2390,2605,2361,2522,2642,2757,2736,2893,3028,3354,3756,3818,3851,3832,4253,4630,4334,4804,4294,4163,4229,4104,4046,3716,3697,3930,3525,4339,3230,3472,3284,3113,3325,2956,2938,3289,2837,3542,2510,3209,3097,2818,3334,2875,2816,3054,2493,2938,2081,2410,2430,2245,2128,2046,1821,1839,1574,1943,1241,1514,1428,1236,1453,1047,1276,945,723,903,570,680,667,649,888,646,441,530,344,468,285,311,315,264,286,219,152,133,110,390,209486,Thingangyun,MMR013009
