Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4442,4663,4858,5011,5471,5190,5370,5327,5043,5256,5523,5378,5735,5859,5869,5286,4781,4710,5207,4456,5265,4331,4632,4333,4220,4914,4015,4216,4878,4097,5090,3997,4131,4291,3598,4801,3445,3497,4067,3577,4180,2777,3951,3751,3494,4127,3131,3046,3577,2853,3624,2580,2821,3028,2581,3185,2590,2320,2486,1834,2494,1434,1582,1700,1456,1663,1150,1173,785,563,976,574,688,735,660,1049,628,469,570,300,545,295,305,303,214,270,153,115,102,69,310,274096,Taikkyi,MMR013005
 Yes - some difficulty,19,24,17,10,7,4,7,13,6,6,12,8,5,9,7,7,9,7,9,3,8,5,6,5,4,10,5,9,8,11,13,9,11,11,7,16,5,19,13,18,13,11,13,13,16,28,20,18,22,22,38,29,32,42,29,54,29,42,34,32,69,37,42,47,41,64,33,45,36,26,53,33,50,54,75,123,62,69,75,46,70,50,56,60,46,63,48,39,23,19,114,2587,Taikkyi,MMR013005
 Yes - a lot of difficulty,13,1,1,4,-,2,1,3,3,3,2,3,2,3,4,1,1,1,3,4,1,-,-,-,1,2,1,2,-,1,1,3,1,-,3,2,-,1,5,-,1,2,4,1,-,1,3,1,2,2,8,7,2,2,3,5,4,2,4,3,7,3,5,5,7,11,2,6,8,3,8,5,5,10,2,18,7,3,12,3,16,6,7,13,14,13,5,6,5,3,29,383,Taikkyi,MMR013005
 Yes - cannot hear at all,1,1,-,1,-,1,-,5,2,5,3,2,4,4,3,4,2,1,3,1,4,2,2,2,1,6,5,1,1,-,1,5,3,8,1,-,1,1,1,3,1,2,-,1,1,4,2,1,1,1,2,2,1,1,2,4,5,3,2,3,-,1,1,-,1,2,2,2,-,2,2,1,2,2,1,4,1,3,3,3,3,1,2,5,2,4,2,3,3,-,14,202,Taikkyi,MMR013005
 Total,4475,4689,4876,5026,5478,5197,5378,5348,5054,5270,5540,5391,5746,5875,5883,5298,4793,4719,5222,4464,5278,4338,4640,4340,4226,4932,4026,4228,4887,4109,5105,4014,4146,4310,3609,4819,3451,3518,4086,3598,4195,2792,3968,3766,3511,4160,3156,3066,3602,2878,3672,2618,2856,3073,2615,3248,2628,2367,2526,1872,2570,1475,1630,1752,1505,1740,1187,1226,829,594,1039,613,745,801,738,1194,698,544,660,352,634,352,370,381,276,350,208,163,133,91,467,277268,Taikkyi,MMR013005
