Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3594,3840,3988,4377,4464,4185,4363,4518,4161,4345,4476,4602,4942,5347,5036,4822,4488,4620,5280,4558,5142,4459,4657,4624,4283,4645,4032,4035,4525,3979,4762,3723,3959,3911,3302,4109,3267,3348,3854,3232,3816,2656,3618,3349,3060,3433,2807,2672,2957,2373,2952,2122,2420,2412,2148,2385,1952,1726,1883,1446,2010,1258,1250,1320,1078,1323,934,1014,781,520,797,449,495,557,465,693,375,317,368,166,304,157,187,172,131,171,108,73,71,39,171,241795,Hmawby,MMR013003
 Yes - some difficulty,15,1,2,1,3,3,7,10,10,7,13,9,13,6,8,7,6,4,2,5,6,4,7,4,8,9,10,4,10,7,8,8,8,13,10,11,7,16,17,8,16,10,32,8,13,19,21,15,25,19,30,23,41,37,42,44,31,38,45,29,64,55,43,53,44,58,41,60,53,26,65,45,47,58,64,98,51,45,72,32,76,37,41,30,43,40,27,19,13,20,70,2335,Hmawby,MMR013003
 Yes - a lot of difficulty,2,-,-,2,1,1,1,1,3,1,3,3,-,2,1,-,2,4,3,-,2,-,-,1,-,1,-,1,1,1,1,2,-,3,2,3,2,1,-,3,3,2,2,3,4,3,-,-,2,4,3,2,4,5,-,3,6,4,7,7,5,6,2,3,2,5,5,7,6,1,9,5,5,8,8,10,6,8,4,5,6,4,7,8,7,14,10,6,4,5,14,313,Hmawby,MMR013003
 Yes - cannot hear at all,2,-,4,1,1,5,5,1,3,-,7,3,2,-,2,2,1,2,3,2,3,1,-,-,3,2,2,1,1,1,3,-,2,3,1,1,1,1,2,-,2,1,1,2,-,1,2,1,3,-,4,2,2,2,-,4,2,1,3,3,4,-,-,1,1,3,3,2,3,1,1,2,1,1,1,-,-,1,3,3,1,-,3,4,-,3,4,1,2,-,5,164,Hmawby,MMR013003
 Total,3613,3841,3994,4381,4469,4194,4376,4530,4177,4353,4499,4617,4957,5355,5047,4831,4497,4630,5288,4565,5153,4464,4664,4629,4294,4657,4044,4041,4537,3988,4774,3733,3969,3930,3315,4124,3277,3366,3873,3243,3837,2669,3653,3362,3077,3456,2830,2688,2987,2396,2989,2149,2467,2456,2190,2436,1991,1769,1938,1485,2083,1319,1295,1377,1125,1389,983,1083,843,548,872,501,548,624,538,801,432,371,447,206,387,198,238,214,181,228,149,99,90,64,260,244607,Hmawby,MMR013003
