Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2180,2243,2294,2412,2456,2269,2464,2482,2556,2465,2838,2592,2886,2939,2602,2346,2324,2284,2557,1992,2704,1828,2137,1931,1759,2286,1657,1759,2080,1624,2933,1549,1993,1785,1593,2481,1774,1568,1984,1373,2565,1270,1874,1727,1367,2264,1341,1298,1520,1001,2045,967,1247,1298,1113,1512,1125,905,1039,638,1496,558,663,644,541,853,465,506,384,237,553,196,247,265,258,385,236,171,211,103,243,101,117,82,76,104,74,48,35,23,116,126086,Kyukme,MMR015012
 Yes - some difficulty,3,2,-,3,2,3,2,2,1,3,5,4,6,9,1,4,3,4,3,8,11,3,5,6,6,9,3,4,8,12,23,6,8,12,10,12,13,5,8,4,18,5,5,10,7,24,8,8,19,11,36,7,15,16,20,23,17,16,11,9,25,16,16,20,14,21,11,25,21,12,39,19,32,32,16,38,24,15,31,12,34,11,13,10,23,25,11,11,9,8,30,1145,Kyukme,MMR015012
 Yes - a lot of difficulty,1,-,-,1,-,1,-,1,1,1,1,-,2,1,-,4,-,3,2,2,6,3,1,-,5,6,-,2,6,1,6,1,1,3,1,2,1,1,2,1,1,1,1,1,2,8,3,2,6,1,4,3,4,1,-,2,1,1,2,1,5,-,2,1,3,5,1,3,2,-,4,-,3,4,2,-,3,2,7,3,2,2,3,2,2,7,1,2,2,-,6,194,Kyukme,MMR015012
 Yes - cannot hear at all,-,1,-,1,-,-,-,2,1,2,2,1,2,1,4,-,2,1,-,1,6,-,2,2,-,4,2,2,-,2,9,1,4,3,4,4,-,-,1,-,2,-,2,2,1,2,2,2,6,-,4,-,2,3,1,3,2,-,1,2,2,1,1,-,1,1,1,1,-,-,2,1,-,-,1,3,2,2,3,-,1,1,1,-,-,2,-,-,1,-,3,135,Kyukme,MMR015012
 Total,2184,2246,2294,2417,2458,2273,2466,2487,2559,2471,2846,2597,2896,2950,2607,2354,2329,2292,2562,2003,2727,1834,2145,1939,1770,2305,1662,1767,2094,1639,2971,1557,2006,1803,1608,2499,1788,1574,1995,1378,2586,1276,1882,1740,1377,2298,1354,1310,1551,1013,2089,977,1268,1318,1134,1540,1145,922,1053,650,1528,575,682,665,559,880,478,535,407,249,598,216,282,301,277,426,265,190,252,118,280,115,134,94,101,138,86,61,47,31,155,127560,Kyukme,MMR015012
