Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2367,2667,2821,2994,3056,2842,3225,3191,3109,3156,3344,3121,3621,3724,3394,2999,2579,2615,2962,2508,2967,2507,2618,2478,2175,2688,2292,2320,2603,2135,2918,2032,2295,2292,1909,2563,1928,1943,2237,1725,2512,1537,2362,1945,1628,2427,1558,1435,1770,1337,2042,1181,1523,1468,1246,1546,1268,1063,1105,744,1377,655,759,737,564,853,497,548,392,280,612,294,357,373,275,434,240,189,262,96,220,100,142,111,108,128,88,53,43,32,131,149567,Ye,MMR011006
 Yes - some difficulty,1,4,1,2,1,5,9,11,11,12,7,12,8,9,11,12,6,12,6,7,7,9,10,6,5,8,3,8,18,8,17,5,14,8,16,18,8,16,17,14,31,12,36,27,22,40,29,23,30,23,42,23,44,45,40,46,47,34,51,35,69,25,46,60,40,70,41,63,41,24,65,28,52,46,52,74,55,38,47,33,48,30,47,48,39,38,27,16,22,14,56,2396,Ye,MMR011006
 Yes - a lot of difficulty,2,2,1,-,-,1,2,2,2,3,1,1,3,3,4,2,2,1,3,2,2,1,1,1,-,2,-,1,4,1,-,1,1,2,1,1,4,2,4,2,7,4,4,1,2,3,3,3,3,3,6,4,5,7,3,11,5,6,8,2,7,6,7,5,6,12,5,8,3,1,12,7,4,6,8,13,5,9,6,9,11,9,4,13,14,2,9,11,4,5,18,397,Ye,MMR011006
 Yes - cannot hear at all,-,-,-,1,-,1,2,4,2,1,-,2,2,-,-,1,1,4,1,-,2,3,-,1,1,3,2,1,1,-,-,2,1,1,4,2,-,-,-,2,2,-,-,1,-,-,1,1,2,1,-,-,-,2,1,2,3,1,2,-,3,1,1,2,1,-,2,1,1,1,2,1,-,-,2,4,-,-,5,-,4,-,4,3,3,3,5,1,2,-,6,125,Ye,MMR011006
 Total,2370,2673,2823,2997,3057,2849,3238,3208,3124,3172,3352,3136,3634,3736,3409,3014,2588,2632,2972,2517,2978,2520,2629,2486,2181,2701,2297,2330,2626,2144,2935,2040,2311,2303,1930,2584,1940,1961,2258,1743,2552,1553,2402,1974,1652,2470,1591,1462,1805,1364,2090,1208,1572,1522,1290,1605,1323,1104,1166,781,1456,687,813,804,611,935,545,620,437,306,691,330,413,425,337,525,300,236,320,138,283,139,197,175,164,171,129,81,71,51,211,152485,Ye,MMR011006
