Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2434,2704,2565,2798,2909,3025,3072,3138,3017,3018,3094,3074,3335,3357,3227,3187,2812,2657,2790,2393,2845,2199,2446,2474,2197,2762,2239,2457,2665,2375,2852,2366,2444,2601,2016,2710,2126,2213,2590,2167,2618,1725,2428,2226,2030,2309,1955,1938,1925,1682,1802,1496,1573,1631,1296,1630,1386,1221,1312,1105,1355,924,937,1043,823,986,731,771,617,470,636,341,388,367,395,582,354,286,327,184,286,174,154,175,142,127,93,71,67,29,152,156625,Khayan,MMR013026
 Yes - some difficulty,2,2,3,2,3,3,6,7,3,6,2,9,1,5,2,4,1,1,1,1,6,2,5,1,3,5,4,2,4,4,4,4,5,4,7,6,2,9,7,4,8,2,4,3,8,9,10,2,12,18,9,11,10,16,8,14,22,18,17,10,16,8,17,31,11,24,27,38,30,17,34,12,15,24,36,49,21,35,41,19,46,24,35,36,23,23,19,17,17,9,55,1172,Khayan,MMR013026
 Yes - a lot of difficulty,2,-,1,-,-,1,1,1,3,-,-,1,3,1,1,-,-,1,-,-,2,-,2,1,1,-,1,2,1,1,4,1,-,3,-,3,-,-,-,2,1,1,1,1,-,1,1,-,1,1,1,-,1,2,1,2,3,1,-,-,1,1,-,1,2,4,2,4,2,3,-,1,3,2,4,5,9,4,3,3,1,6,-,4,1,5,-,1,1,-,9,141,Khayan,MMR013026
 Yes - cannot hear at all,-,1,1,4,1,-,1,1,1,2,1,-,-,1,2,-,-,-,1,2,-,-,-,-,-,-,-,-,1,-,2,-,-,8,1,1,3,-,-,1,1,2,-,-,-,-,1,3,2,1,1,2,-,1,1,1,-,1,-,-,-,-,1,-,1,3,-,1,-,-,-,-,1,-,2,2,1,1,1,2,-,1,2,-,-,1,1,-,3,-,4,81,Khayan,MMR013026
 Total,2438,2707,2570,2804,2913,3029,3080,3147,3024,3026,3097,3084,3339,3364,3232,3191,2813,2659,2792,2396,2853,2201,2453,2476,2201,2767,2244,2461,2671,2380,2862,2371,2449,2616,2024,2720,2131,2222,2597,2174,2628,1730,2433,2230,2038,2319,1967,1943,1940,1702,1813,1509,1584,1650,1306,1647,1411,1241,1329,1115,1372,933,955,1075,837,1017,760,814,649,490,670,354,407,393,437,638,385,326,372,208,333,205,191,215,166,156,113,89,88,38,220,158019,Khayan,MMR013026
