Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2304,2267,2381,2573,2653,2523,2529,2579,2492,2400,2540,2424,2573,2725,2449,2535,2222,2357,2832,2545,3219,2740,2873,2685,2495,3073,2524,2562,2790,2503,3146,2303,2475,2505,2299,2802,2069,2232,2425,1911,2431,1761,2210,2053,1782,2265,1657,1773,1695,1471,1834,1386,1471,1604,1340,1849,1312,1265,1181,955,1360,879,974,1024,836,1053,652,662,525,359,634,345,408,387,278,556,275,234,268,147,233,137,154,155,116,158,80,75,60,34,169,148056,Singaing,MMR010014
 Yes - some difficulty,1,-,-,-,-,1,3,1,2,4,2,1,2,3,3,2,1,3,2,-,2,-,4,1,1,2,1,2,2,4,-,2,4,1,2,1,3,2,3,3,5,6,8,5,6,10,3,12,5,4,6,2,5,9,10,12,8,8,8,13,20,7,9,13,10,16,16,18,10,10,26,18,11,21,16,39,14,22,30,18,26,17,14,16,14,22,13,10,9,6,37,744,Singaing,MMR010014
 Yes - a lot of difficulty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,-,-,-,1,-,-,-,1,1,-,-,1,-,-,1,1,1,-,-,1,1,-,1,5,-,-,1,1,-,1,1,1,-,-,-,-,1,-,1,1,-,1,-,3,1,1,-,1,2,-,-,1,1,2,-,2,1,1,3,2,-,2,2,3,1,2,1,-,10,70,Singaing,MMR010014
 Yes - cannot hear at all,-,-,2,-,-,-,1,1,2,1,-,-,1,-,-,-,1,-,2,1,-,-,-,-,1,1,-,-,-,1,1,-,1,1,-,-,1,-,1,1,1,1,1,-,-,-,1,1,-,1,-,1,-,-,-,-,1,1,-,-,1,-,-,1,-,-,2,-,-,-,-,1,2,-,-,1,-,-,1,1,2,1,1,1,-,1,-,-,1,-,1,48,Singaing,MMR010014
 Total,2305,2267,2383,2573,2653,2524,2533,2581,2496,2405,2542,2425,2576,2728,2452,2537,2224,2360,2838,2546,3222,2741,2877,2686,2497,3077,2525,2564,2792,2509,3148,2305,2480,2508,2301,2803,2074,2235,2430,1915,2437,1769,2220,2058,1789,2280,1661,1786,1701,1477,1840,1390,1477,1614,1350,1861,1321,1274,1190,968,1382,887,983,1039,846,1072,671,681,535,370,662,364,421,409,295,598,289,258,300,167,264,157,169,174,132,184,94,87,71,40,217,148918,Singaing,MMR010014
