Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,5691,5891,5979,6757,7128,7148,6714,6414,5912,6164,6252,5890,6409,6461,5977,5733,5199,5331,5494,4665,5947,4704,4654,4858,4645,6128,4444,4920,5359,4802,5826,4713,4733,5048,3868,5834,3939,3966,4425,4225,4596,3364,4384,3684,3140,4151,3336,3146,3381,2929,3439,2716,2729,3180,2471,3184,2432,2166,2271,2049,2598,1841,1764,1531,1289,1774,1087,952,762,557,888,475,526,516,499,719,390,331,342,194,305,183,197,186,144,148,91,59,63,52,139,301597,Mawlamyinegyun,MMR017018
 Yes - some difficulty,37,19,8,12,18,24,41,35,28,39,41,42,44,29,32,25,28,27,22,15,23,19,29,23,20,29,21,34,39,35,53,35,41,44,39,70,51,45,53,50,98,55,75,75,53,64,83,77,84,86,127,100,105,142,130,164,147,154,153,162,224,183,166,165,168,235,196,161,152,129,192,109,129,162,144,260,161,107,171,106,180,103,99,106,93,98,59,44,31,35,88,7709,Mawlamyinegyun,MMR017018
 Yes - a lot of difficulty,7,2,3,3,5,10,8,8,11,12,6,11,3,11,4,8,8,4,5,7,13,6,3,7,6,8,3,7,8,6,10,4,6,13,9,6,10,9,12,7,11,10,11,10,13,15,16,16,18,10,21,7,15,11,19,23,22,17,16,22,36,25,24,26,16,40,27,27,22,29,33,16,25,24,27,51,30,23,41,21,46,40,54,34,40,30,27,15,19,10,54,1524,Mawlamyinegyun,MMR017018
 Yes - cannot hear at all,1,2,4,5,1,2,4,5,14,6,6,3,8,7,6,6,4,4,3,5,15,9,2,2,5,4,7,5,3,2,9,1,9,28,7,7,3,3,3,3,3,2,5,6,9,10,3,4,2,6,6,4,4,9,6,2,5,5,6,5,5,8,6,9,5,2,5,5,1,3,5,4,7,4,8,10,6,4,5,3,5,6,7,8,5,7,5,6,3,4,24,510,Mawlamyinegyun,MMR017018
 Total,5736,5914,5994,6777,7152,7184,6767,6462,5965,6221,6305,5946,6464,6508,6019,5772,5239,5366,5524,4692,5998,4738,4688,4890,4676,6169,4475,4966,5409,4845,5898,4753,4789,5133,3923,5917,4003,4023,4493,4285,4708,3431,4475,3775,3215,4240,3438,3243,3485,3031,3593,2827,2853,3342,2626,3373,2606,2342,2446,2238,2863,2057,1960,1731,1478,2051,1315,1145,937,718,1118,604,687,706,678,1040,587,465,559,324,536,332,357,334,282,283,182,124,116,101,305,311340,Mawlamyinegyun,MMR017018
