Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4178,4263,4699,4900,5270,4798,5202,5423,4815,4996,5149,4957,5028,5676,5149,4927,4366,5067,5662,5049,5886,4964,4885,4650,4430,5201,4313,4613,4958,4568,5563,4269,4715,4500,4062,5182,3839,4201,4642,4300,5294,3749,4401,3980,3654,4893,3537,3405,3348,2654,3494,2518,2772,2893,2545,3196,2345,2651,2453,1825,2709,1574,1974,1816,1624,2054,1357,1737,1285,883,1457,699,810,833,694,1130,599,580,621,314,607,280,336,301,230,260,138,150,100,55,336,286465,Magway,MMR009001
 Yes - some difficulty,5,2,1,2,4,1,8,14,3,6,3,7,6,7,7,7,1,4,3,5,15,3,4,4,9,14,4,8,14,6,11,12,6,9,15,12,15,11,11,18,14,8,16,19,15,28,27,23,24,22,25,18,21,22,23,31,38,42,28,33,61,34,45,46,40,67,46,53,49,32,71,39,53,47,52,98,59,57,50,37,89,37,46,46,34,61,23,28,22,9,62,2267,Magway,MMR009001
 Yes - a lot of difficulty,-,1,-,2,1,1,1,-,-,-,1,1,2,1,1,-,1,1,1,-,2,1,1,-,2,1,1,-,-,1,2,4,2,1,-,2,-,3,1,2,8,1,-,3,4,2,1,3,3,1,3,3,7,1,3,2,5,5,4,4,9,2,7,6,5,6,3,6,11,3,6,4,5,12,5,10,7,8,8,6,9,9,9,7,5,10,3,6,9,3,22,325,Magway,MMR009001
 Yes - cannot hear at all,1,1,-,2,2,2,4,6,2,3,-,3,6,2,2,-,1,-,-,2,3,4,3,-,2,3,3,1,4,1,1,3,6,2,1,3,3,1,2,1,-,-,2,1,2,4,2,3,1,2,2,2,-,1,3,-,1,1,3,1,2,2,2,-,2,2,1,4,1,2,1,2,-,2,3,8,3,2,5,2,4,1,2,2,1,2,1,1,1,1,11,190,Magway,MMR009001
 Total,4184,4267,4700,4906,5277,4802,5215,5443,4820,5005,5153,4968,5042,5686,5159,4934,4369,5072,5666,5056,5906,4972,4893,4654,4443,5219,4321,4622,4976,4576,5577,4288,4729,4512,4078,5199,3857,4216,4656,4321,5316,3758,4419,4003,3675,4927,3567,3434,3376,2679,3524,2541,2800,2917,2574,3229,2389,2699,2488,1863,2781,1612,2028,1868,1671,2129,1407,1800,1346,920,1535,744,868,894,754,1246,668,647,684,359,709,327,393,356,270,333,165,185,132,68,431,289247,Magway,MMR009001
