Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2229,2419,2578,2664,2956,2410,1832,1680,1585,1649,1653,1617,1685,1726,1422,1506,1257,1304,1380,1240,1717,1283,1402,1494,1423,1964,1347,1465,1622,1377,1800,1388,1375,1334,1132,1642,1103,1023,1202,998,1235,807,1150,873,837,1099,876,693,834,645,912,561,633,697,598,793,542,403,453,407,565,349,296,276,246,369,172,163,102,80,168,65,78,85,78,140,78,47,52,29,59,27,35,26,22,29,15,7,7,7,24,83627,Pyinsalu(ST),MMR017016
 Yes - some difficulty,4,4,5,5,7,8,9,14,9,17,4,11,26,12,10,10,12,15,8,8,12,8,8,10,10,15,15,10,16,11,17,11,11,14,16,17,14,20,17,13,19,12,25,16,15,24,21,22,17,17,25,22,24,22,16,35,24,22,33,24,41,23,22,23,19,36,16,25,14,9,26,9,16,11,21,28,24,9,24,10,23,14,12,14,7,17,9,3,6,4,13,1426,Pyinsalu(ST),MMR017016
 Yes - a lot of difficulty,1,-,-,1,1,1,-,2,2,-,2,1,1,1,-,1,-,2,2,3,1,-,-,1,1,1,2,-,1,-,1,1,1,2,3,-,1,-,1,-,2,2,1,-,2,-,1,-,1,2,8,3,-,1,2,2,1,5,-,3,2,2,-,2,2,3,3,2,3,3,4,1,3,1,3,6,1,2,6,2,-,1,1,1,5,1,1,-,2,1,7,145,Pyinsalu(ST),MMR017016
 Yes - cannot hear at all,1,2,-,1,1,3,2,-,1,2,-,2,1,-,3,-,3,2,1,1,7,-,1,2,-,1,-,-,4,1,2,1,1,3,3,2,3,-,-,1,1,1,1,-,-,-,2,-,1,-,-,2,1,-,-,-,-,1,-,1,-,2,-,1,1,1,-,-,-,-,1,-,1,1,-,1,-,-,-,-,3,2,2,-,1,1,-,-,1,1,2,91,Pyinsalu(ST),MMR017016
 Total,2235,2425,2583,2671,2965,2422,1843,1696,1597,1668,1659,1631,1713,1739,1435,1517,1272,1323,1391,1252,1737,1291,1411,1507,1434,1981,1364,1475,1643,1389,1820,1401,1388,1353,1154,1661,1121,1043,1220,1012,1257,822,1177,889,854,1123,900,715,853,664,945,588,658,720,616,830,567,431,486,435,608,376,318,302,268,409,191,190,119,92,199,75,98,98,102,175,103,58,82,41,85,44,50,41,35,48,25,10,16,13,46,85289,Pyinsalu(ST),MMR017016
