Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4013,3814,3893,4400,4677,4648,4555,4421,4198,4316,4451,4152,4559,4501,4242,4085,3568,3662,3831,3466,4087,3323,3611,3544,3353,3990,3187,3342,3779,3253,4193,3068,3260,3345,2822,3667,2800,2883,3154,2636,3019,2292,3083,2584,2508,3138,2324,2319,2515,2094,2494,1718,1955,2015,1877,2296,1842,1544,1619,1295,1756,1053,1118,1051,917,1333,814,849,678,451,827,357,420,451,406,756,355,276,288,199,344,136,181,172,165,189,105,61,48,49,168,211253,Yaedashe,MMR007010
 Yes - some difficulty,6,1,2,4,2,8,7,11,12,9,10,11,10,8,7,7,12,8,9,4,7,7,6,6,9,14,8,6,8,7,10,14,5,15,14,16,17,13,18,7,10,12,16,10,19,15,20,13,15,11,21,14,21,24,19,29,25,28,36,27,55,19,35,26,28,50,38,42,31,30,47,17,34,39,26,86,44,43,51,30,64,36,32,36,27,40,33,21,20,10,54,1884,Yaedashe,MMR007010
 Yes - a lot of difficulty,2,2,-,1,2,2,3,2,-,2,2,1,3,2,3,2,-,3,3,3,5,-,-,2,2,1,1,1,3,2,2,2,4,5,-,-,2,2,1,1,3,3,3,2,2,3,-,1,2,-,4,4,2,-,1,7,3,2,3,3,3,3,1,5,5,5,5,4,2,4,5,3,5,6,12,9,3,4,7,2,4,7,3,12,10,3,4,2,3,2,17,282,Yaedashe,MMR007010
 Yes - cannot hear at all,-,-,1,3,-,8,2,2,3,3,3,2,5,3,3,2,-,1,2,2,6,2,5,5,2,1,1,4,3,7,2,1,2,2,-,3,2,1,1,-,3,1,2,-,1,2,1,1,2,-,2,3,3,1,1,3,2,2,1,1,2,-,1,3,-,2,2,4,-,-,1,-,1,-,3,4,1,2,3,1,3,-,3,1,3,2,-,-,-,-,5,174,Yaedashe,MMR007010
 Total,4021,3817,3896,4408,4681,4666,4567,4436,4213,4330,4466,4166,4577,4514,4255,4096,3580,3674,3845,3475,4105,3332,3622,3557,3366,4006,3197,3353,3793,3269,4207,3085,3271,3367,2836,3686,2821,2899,3174,2644,3035,2308,3104,2596,2530,3158,2345,2334,2534,2105,2521,1739,1981,2040,1898,2335,1872,1576,1659,1326,1816,1075,1155,1085,950,1390,859,899,711,485,880,377,460,496,447,855,403,325,349,232,415,179,219,221,205,234,142,84,71,61,244,213593,Yaedashe,MMR007010
