Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,673,689,867,987,996,955,1076,1074,1064,1061,1056,993,975,954,898,806,678,619,749,497,574,439,470,425,424,517,409,408,488,388,591,372,411,400,386,515,343,362,446,337,505,308,435,426,350,553,308,300,387,244,412,289,273,345,306,332,327,207,231,179,292,169,142,152,164,205,121,124,115,64,163,56,77,74,62,121,41,24,54,19,57,21,25,24,23,34,11,17,11,7,39,35597,Palauk(ST),MMR006007
 Yes - some difficulty,23,20,14,9,6,-,2,4,-,3,4,7,7,4,6,3,4,7,3,1,6,-,1,1,2,1,2,1,3,3,1,2,3,7,3,1,3,1,3,-,3,6,1,2,3,7,2,4,14,4,13,12,6,11,10,14,16,11,9,10,20,17,10,8,22,20,13,9,16,14,40,7,11,15,11,24,13,9,20,10,27,9,5,7,6,15,12,6,4,5,19,753,Palauk(ST),MMR006007
 Yes - a lot of difficulty,17,-,-,-,-,-,3,-,2,2,-,-,-,1,-,-,1,-,-,-,1,-,-,-,1,1,1,-,-,-,-,1,1,1,2,-,1,-,-,2,-,1,2,-,-,3,1,1,-,2,4,1,1,-,1,7,3,1,4,-,4,2,3,5,1,1,3,3,3,1,4,1,4,3,2,7,2,3,2,4,3,1,1,6,3,1,3,-,2,2,8,158,Palauk(ST),MMR006007
 Yes - cannot hear at all,1,-,-,-,-,1,1,-,1,2,1,-,-,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,3,-,-,1,-,1,-,-,-,-,1,-,2,-,-,-,-,2,-,-,-,-,2,-,-,-,-,1,-,1,1,-,1,-,-,-,1,1,1,1,1,-,1,-,1,1,-,2,-,-,-,-,2,-,1,-,-,4,-,-,-,-,2,46,Palauk(ST),MMR006007
 Total,714,709,881,996,1002,956,1082,1078,1067,1068,1061,1000,982,961,904,810,684,626,752,498,581,439,471,426,427,519,412,409,494,391,592,376,415,409,391,516,347,363,450,339,510,315,438,428,353,565,311,305,401,250,431,302,280,356,317,354,346,220,245,189,317,188,155,165,188,227,138,137,135,79,208,64,93,93,75,154,56,36,76,33,89,31,32,37,32,54,26,23,17,14,68,36554,Palauk(ST),MMR006007
