Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,368,269,327,365,342,345,356,356,328,331,340,271,314,323,332,252,256,235,186,184,162,145,111,107,103,157,125,102,99,114,152,97,117,116,125,150,124,104,122,109,178,104,140,143,165,172,137,110,148,130,158,87,92,80,114,104,97,72,80,66,102,42,52,43,63,72,35,31,29,23,47,17,31,25,29,16,7,9,12,8,15,3,6,3,9,9,3,2,1,1,9,11652,Reazu(ST),MMR004007
 Yes - some difficulty,1,-,-,-,1,1,1,2,3,3,2,1,1,2,3,2,-,2,1,2,1,2,-,-,2,1,1,1,2,-,4,-,2,2,1,3,-,-,3,-,1,2,2,2,2,4,3,1,2,5,14,8,6,4,9,7,9,4,10,2,15,6,8,2,12,12,11,10,6,10,10,4,8,12,13,13,7,3,5,11,10,4,4,1,7,3,1,1,3,-,10,372,Reazu(ST),MMR004007
 Yes - a lot of difficulty,-,-,-,1,-,-,-,1,-,3,-,1,2,-,2,1,3,1,1,1,2,-,-,-,1,1,-,2,-,1,-,-,2,1,-,4,2,-,-,1,2,1,1,1,2,2,1,-,1,1,5,-,2,2,2,2,2,3,2,3,2,2,1,1,2,4,5,1,4,4,5,4,7,5,6,5,3,3,6,4,2,-,2,3,1,2,1,3,-,-,6,163,Reazu(ST),MMR004007
 Yes - cannot hear at all,1,-,-,-,-,-,-,2,2,1,1,3,1,2,2,2,2,-,2,1,-,-,-,-,2,-,-,-,-,2,2,-,-,-,1,-,-,1,-,1,-,-,-,-,1,4,-,1,2,-,2,1,3,2,1,5,1,2,1,-,2,-,1,-,1,-,-,2,1,-,-,-,1,2,2,1,-,-,2,-,2,-,-,-,-,1,-,-,-,1,2,78,Reazu(ST),MMR004007
 Total,370,269,327,366,343,346,357,361,333,338,343,276,318,327,339,257,261,238,190,188,165,147,111,107,108,159,126,105,101,117,158,97,121,119,127,157,126,105,125,111,181,107,143,146,170,182,141,112,153,136,179,96,103,88,126,118,109,81,93,71,121,50,62,46,78,88,51,44,40,37,62,25,47,44,50,35,17,15,25,23,29,7,12,7,17,15,5,6,4,2,27,12265,Reazu(ST),MMR004007
