Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4032,3872,3999,4076,4483,3958,4174,4491,4465,4626,4768,4982,5324,6143,6341,5896,5977,6618,7856,7375,8493,7173,7161,6717,6357,6754,5996,5814,6211,5690,6785,5215,5570,5394,4870,5449,4727,4577,5322,4620,5427,4125,5011,4926,4445,5107,4264,4264,4628,3839,4307,3400,3743,3751,3269,3417,2985,2671,2869,2275,2803,1837,2100,1967,1607,2043,1450,1571,1292,909,1238,783,920,954,910,1256,793,625,693,454,612,386,393,382,330,328,220,180,119,102,342,330673,North Okkalapa,MMR013012
 Yes - some difficulty,4,4,4,1,1,2,3,4,7,7,3,5,5,7,7,7,3,6,5,3,7,5,3,4,2,3,4,2,5,6,5,5,7,4,8,8,6,10,3,10,13,10,17,11,19,14,13,23,20,21,24,21,28,32,30,26,32,32,27,37,44,41,32,34,42,44,53,45,37,37,59,40,55,45,51,92,55,57,68,59,68,47,42,52,38,60,41,31,25,15,79,2133,North Okkalapa,MMR013012
 Yes - a lot of difficulty,2,-,-,-,-,-,1,2,-,-,-,-,1,1,3,-,1,3,1,1,2,-,-,-,2,1,1,-,2,1,1,-,3,-,-,-,-,-,1,3,-,-,2,3,1,1,2,-,1,3,3,3,3,3,3,7,4,3,5,2,2,3,4,5,8,5,4,2,3,3,9,5,5,2,4,13,8,8,7,4,13,5,11,10,7,5,10,2,4,10,25,288,North Okkalapa,MMR013012
 Yes - cannot hear at all,1,-,1,-,3,1,1,1,1,5,2,2,2,2,2,1,1,-,1,3,4,2,-,1,2,1,4,4,-,1,1,-,1,3,2,2,2,2,-,2,3,3,3,1,-,3,3,2,3,1,1,2,3,3,-,3,1,1,5,2,4,1,2,1,3,-,3,2,3,1,2,2,4,2,4,2,3,4,1,5,6,-,3,4,2,3,6,3,4,2,10,199,North Okkalapa,MMR013012
 Total,4039,3876,4004,4077,4487,3961,4179,4498,4473,4638,4773,4989,5332,6153,6353,5904,5982,6627,7863,7382,8506,7180,7164,6722,6363,6759,6005,5820,6218,5698,6792,5220,5581,5401,4880,5459,4735,4589,5326,4635,5443,4138,5033,4941,4465,5125,4282,4289,4652,3864,4335,3426,3777,3789,3302,3453,3022,2707,2906,2316,2853,1882,2138,2007,1660,2092,1510,1620,1335,950,1308,830,984,1003,969,1363,859,694,769,522,699,438,449,448,377,396,277,216,152,129,456,333293,North Okkalapa,MMR013012
