Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3028,2964,2923,3256,3552,3275,3347,3381,3387,3616,3599,3698,4044,4564,4449,4069,4095,4356,5061,4615,5323,4236,4136,4160,4011,4727,3944,4242,4673,4162,5193,3815,4124,4107,3646,4448,3534,3668,4180,3625,4357,3185,4102,3676,3152,4312,3085,3216,3514,2909,3691,2676,2980,3275,2844,3256,2653,2362,2478,2080,2748,1722,1877,1834,1514,1801,1170,1256,889,647,1037,565,696,746,682,1144,601,522,628,332,599,364,359,378,255,317,199,151,122,105,336,248632,Pyay,MMR008001
 Yes - some difficulty,3,2,2,-,3,2,6,3,5,9,6,3,1,4,5,6,5,4,3,6,5,6,8,4,4,10,4,1,12,4,8,10,8,7,10,13,4,15,14,17,13,7,19,15,20,17,23,24,30,27,33,18,36,31,41,38,42,32,44,40,66,42,53,35,46,65,41,48,31,24,56,30,47,67,44,99,74,57,83,44,93,71,61,66,57,81,44,35,16,25,112,2505,Pyay,MMR008001
 Yes - a lot of difficulty,3,1,-,-,1,2,-,2,2,2,1,-,-,1,1,-,1,1,-,-,-,1,-,2,-,1,-,3,1,1,-,1,2,1,1,1,2,-,-,-,4,2,-,-,5,5,-,1,1,2,2,1,2,4,1,4,8,4,-,4,6,5,2,5,3,2,3,3,5,3,9,4,6,5,4,11,11,6,16,9,15,14,9,17,10,7,13,8,5,3,27,331,Pyay,MMR008001
 Yes - cannot hear at all,-,-,2,1,2,1,2,1,1,2,-,4,3,3,2,1,-,2,-,3,3,2,1,-,1,5,2,2,2,-,1,1,6,1,3,4,-,-,1,1,2,1,-,1,-,3,2,2,-,4,2,2,3,-,-,5,3,2,-,3,2,2,4,2,2,4,2,3,-,1,1,-,-,3,2,5,3,2,2,2,4,2,3,2,3,7,4,-,1,-,6,175,Pyay,MMR008001
 Total,3034,2967,2927,3257,3558,3280,3355,3387,3395,3629,3606,3705,4048,4572,4457,4076,4101,4363,5064,4624,5331,4245,4145,4166,4016,4743,3950,4248,4688,4167,5202,3827,4140,4116,3660,4466,3540,3683,4195,3643,4376,3195,4121,3692,3177,4337,3110,3243,3545,2942,3728,2697,3021,3310,2886,3303,2706,2400,2522,2127,2822,1771,1936,1876,1565,1872,1216,1310,925,675,1103,599,749,821,732,1259,689,587,729,387,711,451,432,463,325,412,260,194,144,133,481,251643,Pyay,MMR008001
