Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,519,573,593,664,624,643,659,648,723,725,794,631,746,691,607,623,510,524,621,447,609,388,418,405,409,666,390,435,502,413,711,361,411,392,375,732,447,452,460,391,748,396,491,448,415,640,348,334,353,257,520,217,276,202,229,314,176,164,106,111,232,62,68,65,47,122,26,35,35,32,93,26,31,15,12,35,5,8,9,2,29,5,9,4,3,12,3,7,6,6,31,29752,Minesan(Monsan)(ST),MMR014017
 Yes - some difficulty,6,2,-,-,-,1,-,-,2,1,-,-,-,2,2,-,2,3,2,-,2,-,-,2,2,4,1,1,1,1,3,-,1,1,-,5,-,-,3,-,2,1,4,4,2,7,2,5,4,1,13,1,2,3,5,5,5,-,4,3,15,1,8,9,4,4,2,4,4,4,14,5,2,7,3,8,1,1,1,4,7,4,4,2,-,-,-,-,-,-,2,243,Minesan(Monsan)(ST),MMR014017
 Yes - a lot of difficulty,1,-,-,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,1,1,-,1,1,1,-,1,-,-,1,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,-,-,1,-,3,-,-,-,1,2,-,-,-,-,2,-,-,-,-,1,-,-,1,1,3,-,1,2,2,1,-,-,-,2,3,44,Minesan(Monsan)(ST),MMR014017
 Yes - cannot hear at all,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,1,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,2,-,-,1,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,18,Minesan(Monsan)(ST),MMR014017
 Total,527,575,593,665,624,644,659,648,725,728,794,631,746,693,609,625,512,527,623,447,613,389,418,408,412,671,391,437,503,415,715,361,412,393,375,740,447,452,464,391,753,397,496,452,417,647,350,339,357,259,534,218,279,206,234,321,181,164,111,114,250,63,76,74,52,130,28,39,40,36,110,31,33,22,16,44,6,9,11,7,40,9,14,8,5,13,3,7,6,8,36,30057,Minesan(Monsan)(ST),MMR014017
