Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2737,2694,3015,2992,3125,2931,3422,3717,3268,3254,3711,3437,3670,3861,3379,3180,2945,3050,3241,2676,3384,2489,2336,2509,2372,2753,2332,2558,2762,2645,3241,2476,2929,2631,2406,3237,2466,2561,2828,2631,3236,2158,2604,2640,2389,3300,2322,2357,2311,1869,2602,1887,1915,2168,1809,2201,1677,1870,1604,1310,1957,1319,1554,1391,1249,1671,917,1169,843,602,1103,561,699,663,577,897,417,448,457,227,473,216,222,205,157,217,91,87,46,46,208,182769,Chauk,MMR009003
 Yes - some difficulty,-,-,1,-,3,3,7,6,6,5,7,2,6,10,4,7,4,7,12,2,8,5,5,7,3,6,8,5,9,2,3,8,8,4,7,14,13,7,6,8,17,11,10,10,15,23,14,16,19,22,22,14,22,24,29,36,26,31,28,23,42,34,40,49,45,62,38,57,38,31,72,23,65,48,43,106,45,52,47,35,62,31,35,48,28,47,20,25,11,15,57,1991,Chauk,MMR009003
 Yes - a lot of difficulty,1,-,1,-,-,2,2,2,2,2,1,-,1,-,1,-,2,-,1,2,2,1,-,2,1,1,3,3,2,1,-,2,3,1,-,5,3,3,1,-,4,2,3,-,1,3,1,1,3,6,3,-,5,4,2,9,4,3,2,1,9,4,6,2,5,7,3,6,2,5,6,6,6,5,4,10,4,6,6,6,8,11,4,5,4,6,1,2,3,3,17,283,Chauk,MMR009003
 Yes - cannot hear at all,-,-,-,-,1,-,1,-,-,1,1,-,1,-,1,1,2,6,4,2,1,2,-,2,-,1,-,2,1,-,2,2,2,-,1,2,2,6,1,-,6,-,4,2,-,5,1,1,-,-,8,1,1,1,2,2,-,1,4,1,6,1,5,-,2,2,-,3,2,2,2,3,4,2,2,2,1,-,3,-,2,1,-,1,1,5,-,1,-,-,5,146,Chauk,MMR009003
 Total,2738,2694,3017,2992,3129,2936,3432,3725,3276,3262,3720,3439,3678,3871,3385,3188,2953,3063,3258,2682,3395,2497,2341,2520,2376,2761,2343,2568,2774,2648,3246,2488,2942,2636,2414,3258,2484,2577,2836,2639,3263,2171,2621,2652,2405,3331,2338,2375,2333,1897,2635,1902,1943,2197,1842,2248,1707,1905,1638,1335,2014,1358,1605,1442,1301,1742,958,1235,885,640,1183,593,774,718,626,1015,467,506,513,268,545,259,261,259,190,275,112,115,60,64,287,185189,Chauk,MMR009003
