Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,802,1005,1137,1270,1186,1169,1037,1038,1241,940,1415,830,1119,980,840,1049,822,719,1177,715,1500,700,933,809,711,1549,816,820,1007,572,1712,511,654,505,473,1109,612,582,699,430,1256,408,528,447,388,939,511,398,547,403,1173,347,446,468,412,622,513,364,338,183,790,186,205,178,168,356,164,154,151,70,354,47,87,62,49,122,62,37,83,25,159,23,33,17,20,42,21,14,10,8,51,51634,Mineyan,MMR016003
 Yes - some difficulty,-,1,1,-,-,-,2,1,-,-,2,2,-,-,1,2,1,1,2,-,3,-,2,-,1,3,-,2,2,3,3,-,2,-,1,5,2,2,1,2,7,2,2,-,5,8,5,3,9,8,28,5,14,11,15,35,27,10,17,8,68,14,13,21,11,37,12,17,17,6,64,11,21,13,10,24,11,4,5,7,42,9,9,6,5,12,7,3,1,6,18,773,Mineyan,MMR016003
 Yes - a lot of difficulty,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,3,-,-,1,-,2,-,2,-,-,5,-,-,3,-,4,1,-,-,-,4,-,1,1,-,2,-,-,3,-,6,-,1,-,1,7,2,-,1,1,13,-,-,1,3,3,1,1,1,2,10,2,4,3,2,3,3,1,-,-,11,121,Mineyan,MMR016003
 Yes - cannot hear at all,-,-,-,1,1,-,1,1,-,-,-,-,-,-,1,1,1,2,1,-,1,-,3,1,-,3,1,-,-,-,3,-,-,-,-,-,2,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,1,-,-,-,1,2,-,1,-,-,2,1,1,-,-,8,-,-,-,-,1,2,-,1,1,5,-,-,-,2,1,-,-,-,-,6,63,Mineyan,MMR016003
 Total,802,1006,1138,1271,1187,1170,1040,1041,1241,941,1417,832,1119,980,842,1052,824,722,1180,715,1505,701,938,810,712,1556,817,822,1009,575,1721,511,656,506,474,1116,616,586,700,432,1268,410,530,450,393,952,517,401,556,411,1207,352,461,480,427,660,540,374,358,192,866,200,220,199,180,402,179,172,169,77,439,58,108,76,62,150,76,42,90,35,216,34,46,26,29,58,31,18,11,14,86,52591,Mineyan,MMR016003
