Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,799,711,804,823,775,827,920,996,996,966,1053,881,1045,1000,883,815,783,794,802,616,724,576,626,619,594,670,591,660,681,584,822,497,623,591,463,649,486,493,543,438,650,377,495,523,459,529,419,359,425,311,614,367,394,418,364,442,405,321,304,213,430,158,192,201,192,231,160,168,131,71,231,71,110,96,75,111,62,44,83,45,97,23,27,29,26,30,15,12,11,8,41,40789,Momauk,MMR001012
 Yes - some difficulty,4,-,-,1,2,2,3,2,-,1,2,1,-,1,3,5,-,3,-,2,3,2,4,1,-,2,2,2,4,1,5,2,4,3,4,4,2,-,4,2,12,7,3,4,4,8,2,5,5,6,9,3,5,6,3,10,22,14,12,6,18,6,7,9,11,25,11,13,9,10,33,10,9,22,9,15,15,10,17,8,32,10,16,4,8,9,9,2,6,2,15,609,Momauk,MMR001012
 Yes - a lot of difficulty,1,-,1,1,-,-,-,1,-,-,1,-,1,-,1,1,1,2,1,-,-,-,-,1,2,-,-,1,1,-,-,-,-,1,1,1,1,-,1,-,1,2,-,-,2,-,1,-,2,1,1,-,1,-,1,4,-,1,-,1,4,-,3,1,1,1,1,4,1,1,3,-,1,2,1,8,-,5,2,6,7,1,5,3,3,2,-,3,2,-,10,121,Momauk,MMR001012
 Yes - cannot hear at all,-,-,-,1,-,-,-,-,-,-,-,1,2,-,-,-,-,1,1,1,-,-,1,-,-,2,1,-,-,1,-,-,2,1,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,1,1,1,1,-,-,-,1,-,-,-,1,1,1,1,1,-,1,-,1,1,-,2,-,-,-,-,1,-,-,-,-,5,43,Momauk,MMR001012
 Total,804,711,805,826,777,829,923,999,996,967,1056,883,1048,1001,887,821,784,800,804,619,727,578,631,621,596,674,594,663,686,586,827,499,629,596,468,654,490,494,549,440,664,387,498,527,465,538,422,364,432,318,624,370,400,424,369,456,427,336,317,221,453,165,202,211,204,258,172,185,141,83,268,82,121,121,85,135,77,60,103,59,138,34,48,36,37,42,24,17,19,10,71,41562,Momauk,MMR001012
